distance,Raw,Median+Gaussian,Huber MRF lambda=0.1,Huber MRF lambda=1,Huber MRF lambda=10,derivative:Raw,derivative:Median+Gaussian,derivative:Huber MRF lambda=0.1,derivative:Huber MRF lambda=1,derivative:Huber MRF lambda=10,abs_derivative:Raw,abs_derivative:Median+Gaussian,abs_derivative:Huber MRF lambda=0.1,abs_derivative:Huber MRF lambda=1,abs_derivative:Huber MRF lambda=10
679,46704.0,46858.27787777893,46756.92307760741,46874.81051233141,46893.366642723,-136.0,-6.6123708098857605,-86.71897166669078,13.745563950124051,10.10704880569756,136.0,6.6123708098857605,86.71897166669078,13.745563950124051,10.10704880569756
680,46912.0,46852.91463158395,46934.81949397779,46973.961332447245,46912.942023664844,432.0,-4.122499569813954,364.9293251880699,130.13148633945093,19.622482125087117,432.0,4.122499569813954,364.9293251880699,130.13148633945093,19.622482125087117
681,47568.0,46850.0328786393,47486.78172798355,47135.07348501031,46932.61160697317,-96.0,-1.7806789729729644,-95.76540547596596,-55.3511049317749,-12.099836343011702,96.0,1.7806789729729644,95.76540547596596,55.3511049317749,12.099836343011702
682,46720.0,46849.35327363801,46743.28868302586,46863.259122583695,46888.74235097882,-520.0,0.19094625012439792,-458.348789357693,-200.1848011347647,-35.43213844541242,520.0,0.19094625012439792,458.348789357693,200.1848011347647,35.43213844541242
683,46528.0,46850.41477113955,46570.084149268165,46734.70388274078,46861.74733008235,56.0,1.6729121334392403,37.21621258315281,-25.203298472522874,-10.30765439235256,56.0,1.6729121334392403,37.21621258315281,25.203298472522874,10.30765439235256
684,46832.0,46852.699097904886,46817.72110819216,46812.85252563865,46868.127042194115,208.0,2.652509917788848,176.2424998848146,68.57490571718881,8.186064221470588,208.0,2.652509917788848,176.2424998848146,68.57490571718881,8.186064221470588
685,46944.0,46855.71979097513,46922.569149037794,46871.85369417516,46878.11945852529,-24.0,3.18994372472298,-2.3062139653775375,22.928015624096588,6.698389257438976,24.0,3.18994372472298,2.3062139653775375,22.928015624096588,6.698389257438976
686,46784.0,46859.07898535433,46813.10868026141,46858.70855688684,46881.52382070899,48.0,3.4097549483485636,36.08293253064767,24.209141155097313,8.280553219152353,48.0,3.4097549483485636,36.08293253064767,24.209141155097313,8.280553219152353
687,47040.0,46862.539300871824,46994.73501409909,46920.271976485354,46894.68056496359,-64.0,3.503528385557729,-44.69859566685773,1.6994078411917144,5.890772502782056,64.0,3.503528385557729,44.69859566685773,1.6994078411917144,5.890772502782056
688,46656.0,46866.08604212545,46723.71148892769,46862.107372569226,46893.30536571456,88.0,3.6664782121079043,84.33926042916573,44.889082368485106,10.490069036692148,88.0,3.6664782121079043,84.33926042916573,44.889082368485106,10.490069036692148
689,47216.0,46869.87225729604,47163.41353495742,47010.050141222324,46915.66070303698,208.0,4.0538893912307685,159.96437985476587,44.967839264259965,7.338372474270727,208.0,4.0538893912307685,159.96437985476587,44.967839264259965,7.338372474270727
690,47072.0,46874.19382090791,47043.640248637224,46952.043051097746,46907.9821106631,-312.0,4.772683361516101,-261.57204313407783,-117.98556457570157,-15.879486840727623,312.0,4.772683361516101,261.57204313407783,117.98556457570157,15.879486840727623
691,46592.0,46879.41762401907,46640.269448689265,46774.07901207092,46883.90172935552,-176.0,5.834235963080573,-162.023556501641,-86.92453299136469,-9.48529483980019,176.0,5.834235963080573,162.023556501641,86.92453299136469,9.48529483980019
692,46720.0,46885.86229283407,46719.59313563394,46778.19398511502,46889.0115209835,96.0,7.155900566292985,77.28936511439679,33.21196560160388,13.560367677153408,96.0,7.155900566292985,77.28936511439679,33.21196560160388,13.560367677153408
693,46784.0,46893.72942515166,46794.84817891806,46840.50294327413,46911.02246470983,128.0,8.582283280411502,129.4959378743879,90.56042979617632,28.362066961821256,128.0,8.582283280411502,129.4959378743879,90.56042979617632,28.362066961821256
694,46976.0,46903.02685939489,46978.58501138272,46959.31484470737,46945.73565490714,232.0,9.907299971266184,196.66188937826155,110.46932378692873,33.19997294267159,232.0,9.907299971266184,196.66188937826155,110.46932378692873,33.19997294267159
695,47248.0,46913.54402509419,47188.17195767458,47061.441590847986,46977.42241059517,-128.0,10.94228015801491,-89.55326533521657,8.847541564606217,18.157876217785088,128.0,10.94228015801491,89.55326533521657,8.847541564606217,18.157876217785088
696,46720.0,46924.91141971092,46799.478480712285,46977.00992783658,46982.05140734271,120.0,11.54996183541516,109.30488840608086,44.073300906889926,17.73156711467891,120.0,11.54996183541516,109.30488840608086,44.073300906889926,17.73156711467891
697,47488.0,46936.64394876502,47406.78173448674,47149.588192661766,47012.88554482453,32.0,11.666474747267785,20.338394904480083,3.372361156063562,7.078414723040623,32.0,11.666474747267785,20.338394904480083,3.372361156063562,7.078414723040623
698,46784.0,46948.24436920546,46840.155270521245,46983.75465014871,46996.20823678879,-248.0,11.319304798122175,-205.58254186252816,-65.95621743870288,-6.066896196294692,248.0,11.319304798122175,205.58254186252816,65.95621743870288,6.066896196294692
699,46992.0,46959.282558361265,46995.61665076169,47017.67575778436,47000.75175243194,224.0,10.612420585333894,173.54463404887792,46.75898652783144,4.981103264744888,224.0,10.612420585333894,173.54463404887792,46.75898652783144,4.981103264744888
700,47232.0,46969.469210376126,47187.244538619,47077.27262320437,47006.17044331828,-40.0,9.689335961342294,-32.14941904769876,-17.766822977802804,-5.872786947744316,40.0,9.689335961342294,32.14941904769876,17.766822977802804,5.872786947744316
701,46912.0,46978.66123028395,46931.31781266629,46982.142111828754,46989.00617853645,-200.0,8.692377320869127,-159.3376626212521,-60.05945546123985,-13.313955855006498,200.0,8.692377320869127,159.3376626212521,60.05945546123985,13.313955855006498
702,46832.0,46986.853965017865,46868.5692133765,46957.15371228189,46979.54253160827,144.0,7.726303510993603,120.09746759270638,37.58845659407962,-2.0865203477733303,144.0,7.726303510993603,120.09746759270638,37.58845659407962,2.0865203477733303
703,47200.0,46994.11383730594,47171.5127478517,47057.319025016914,46984.833137840906,200.0,6.827761597622157,160.5072737337323,28.824825243482337,-5.467736875314586,200.0,6.827761597622157,160.5072737337323,28.824825243482337,5.467736875314586
704,47232.0,47000.50948821311,47189.58376084396,47014.80336276886,46968.60705785764,-368.0,5.955741493075038,-328.7851383320849,-151.11398086362897,-29.395727090384753,368.0,5.955741493075038,328.7851383320849,151.11398086362897,29.395727090384753
705,46464.0,47006.02532029209,46513.94247118753,46755.091063289656,46926.041683660136,-328.0,4.99511858139158,-291.15397817461417,-114.16676783436924,-19.463290014497034,328.0,4.99511858139158,291.15397817461417,114.16676783436924,19.463290014497034
706,46576.0,47010.49972537589,46607.27580449473,46786.46982710012,46929.680477828646,416.0,3.78356171833002,361.1951851972881,136.61367736051398,21.32281805993989,416.0,3.78356171833002,361.1951851972881,136.61367736051398,21.32281805993989
707,47296.0,47013.59244372875,47236.33284158211,47028.318418010684,46968.687319780016,240.0,2.147591351833398,219.2384155814907,108.0077999159148,22.641207940374443,240.0,2.147591351833398,219.2384155814907,108.0077999159148,22.641207940374443
708,47056.0,47014.79490807956,47045.752635657715,47002.48542693195,46974.962893709395,-304.0,-0.029803165667544818,-241.81702763584326,-52.59027761276593,2.2237186148486217,304.0,0.029803165667544818,241.81702763584326,52.59027761276593,2.2237186148486217
709,46688.0,47013.53283739741,46752.69878631042,46923.13786278515,46973.13475700971,32.0,-2.7742350203589012,30.440082204830105,38.22136724578377,12.428601150801114,32.0,2.7742350203589012,30.440082204830105,38.22136724578377,12.428601150801114
710,47120.0,47009.24643803884,47106.632800067375,47078.928161423515,46999.820096011,336.0,-6.002061607166979,287.0980140938118,135.2543793501136,20.676343801835174,336.0,6.002061607166979,287.0980140938118,135.2543793501136,20.676343801835174
711,47360.0,47001.52871418308,47326.894814498046,47193.64662148538,47014.48744461338,48.0,-9.510233593675366,54.73608692088237,31.541770804560656,-2.608279166943248,48.0,9.510233593675366,54.73608692088237,31.541770804560656,2.608279166943248
712,47216.0,46990.22597085149,47216.10497390914,47142.01170303264,46994.60353767711,-112.0,-12.992960738032707,-110.26497104318696,-88.62906693642799,-30.953730052420724,112.0,12.992960738032707,110.26497104318696,88.62906693642799,30.953730052420724
713,47136.0,46975.54279270701,47106.36487241167,47016.38848761252,46952.57998450854,-368.0,-16.092810631656903,-335.7940776164105,-185.42897161385554,-51.19455394313991,368.0,16.092810631656903,335.7940776164105,185.42897161385554,51.19455394313991
714,46480.0,46958.04034958818,46544.51681867632,46771.153759804925,46892.21442979083,-176.0,-18.464472673244018,-161.38562217647632,-99.65784790512771,-39.754833228169446,176.0,18.464472673244018,161.38562217647632,99.65784790512771,39.754833228169446
715,46784.0,46938.613847360524,46783.59362805872,46817.07279180227,46873.0703180522,296.0,-19.81891836120849,237.04494967598293,62.45542789846877,-14.690595836014836,296.0,19.81891836120849,237.04494967598293,62.45542789846877,14.690595836014836
716,47072.0,46918.40251286576,47018.606718028284,46896.06461560186,46862.8332381188,-56.0,-19.96675990527001,-31.953319889009435,-8.97586839946598,-20.695418027466076,56.0,19.96675990527001,31.953319889009435,8.97586839946598,20.695418027466076
717,46672.0,46898.680327549984,46719.6869882807,46799.121055003336,46831.67948199727,-80.0,-18.842895810132177,-60.48478834407433,-33.38303309686307,-23.169782021665014,80.0,18.842895810132177,60.48478834407433,33.38303309686307,23.169782021665014
718,46912.0,46880.716721245495,46897.637141340136,46829.29854940814,46816.49367407547,152.0,-16.510422624924104,106.13585976011382,-11.173230891130515,-19.96112421802536,152.0,16.510422624924104,106.13585976011382,11.173230891130515,19.96112421802536
719,46976.0,46865.659482300136,46931.95870780093,46776.774593221075,46791.75723356122,-392.0,-13.133802514523268,-344.20943580027233,-152.13665957652483,-33.94857883619261,392.0,13.133802514523268,344.20943580027233,152.13665957652483,33.94857883619261
720,46128.0,46854.44911621645,46209.21826973959,46525.02523025509,46748.596516403086,-96.0,-8.950366911591118,-97.63744585176028,-53.23674783844035,-12.130891337979847,96.0,8.950366911591118,97.63744585176028,53.23674783844035,12.130891337979847
721,46784.0,46847.758748476954,46736.68381609741,46670.301097544194,46767.49545088526,264.0,-4.242192410139978,230.19752459895608,88.42641606120378,18.07370702644039,264.0,4.242192410139978,230.19752459895608,88.42641606120378,18.07370702644039
722,46656.0,46845.96473139617,46669.6133189375,46701.878062377495,46784.74393045597,-32.0,0.7119770282442914,0.9960975276153476,54.515996022051695,23.68567609350066,32.0,0.7119770282442914,0.9960975276153476,54.515996022051695,23.68567609350066
723,46720.0,46849.18270253344,46738.67601115264,46779.3330895883,46814.86680307226,176.0,5.670710380862147,162.4427479783044,107.1215720049513,34.866212769913545,176.0,5.670710380862147,162.4427479783044,107.1215720049513,34.866212769913545
724,47008.0,46857.30615215789,46994.49881489411,46916.1212063874,46854.476355995794,224.0,10.425451193186746,188.31687821205196,90.84871999279494,31.93337072331633,224.0,10.425451193186746,188.31687821205196,90.84871999279494,31.93337072331633
725,47168.0,46870.033604919816,47115.30976757674,46961.03052957389,46878.733544518895,-208.0,14.813129430971458,-175.20330278276742,-58.57541202656648,9.793865749048564,208.0,14.813129430971458,175.20330278276742,58.57541202656648,9.793865749048564
726,46592.0,46886.932411019836,46644.09220932858,46798.970382334264,46874.06408749389,-216.0,18.719101585487806,-178.19341825617084,-58.57495607249439,9.433747349688929,216.0,18.719101585487806,178.19341825617084,58.57495607249439,9.433747349688929
727,46736.0,46907.47180809079,46758.9229310644,46843.8806174289,46897.60103921827,272.0,22.02265961683952,229.4453770578184,98.8505438090906,31.617003685300006,272.0,22.02265961683952,229.4453770578184,98.8505438090906,31.617003685300006
728,47136.0,46930.977730253515,47102.982963444214,46996.671469952445,46937.29809486449,208.0,24.563232931293896,178.9748496008724,83.12658749976254,29.761960389438173,208.0,24.563232931293896,178.9748496008724,83.12658749976254,29.761960389438173
729,47152.0,46956.59827395338,47116.872630266145,47010.13379242842,46957.12495999715,-200.0,26.15268615778041,-161.7471818473423,-57.470781309806625,10.08311313251761,200.0,26.15268615778041,161.7471818473423,57.470781309806625,10.08311313251761
730,46736.0,46983.283102569076,46779.48859974953,46881.72990733283,46957.464321129526,-128.0,26.560462852663477,-119.94103176895806,-55.538931429175136,11.412577188850264,128.0,26.560462852663477,119.94103176895806,55.538931429175136,11.412577188850264
731,46896.0,47009.719199658706,46876.99056672823,46899.05592957007,46979.95011437485,0.0,25.533707217302435,2.454800619849266,18.85398702227758,26.683298964067944,0.0,25.533707217302435,2.454800619849266,18.85398702227758,26.683298964067944
732,46736.0,47034.35051700368,46784.39820098923,46919.43788137739,47010.83091905766,152.0,22.864955512050074,149.39863920715288,112.10089249601151,44.62235063569824,152.0,22.864955512050074,149.39863920715288,112.10089249601151,44.62235063569824
733,47200.0,47055.449110682806,47175.787845142535,47123.257714562096,47069.194815646246,304.0,18.457577542441868,270.3288698659744,165.44869046575332,51.823637370893266,304.0,18.457577542441868,270.3288698659744,165.44869046575332,51.823637370893266
734,47344.0,47071.265672088564,47325.05594072118,47250.335262308894,47114.47819379945,32.0,12.391756838769652,54.5477991845255,80.24517890124116,33.80728784317398,32.0,12.391756838769652,54.5477991845255,80.24517890124116,33.80728784317398
735,47264.0,47080.232624360346,47284.883443511586,47283.74807236458,47136.809391332594,72.0,4.965326063902467,64.24472034833161,43.28684623798108,15.971667099776823,72.0,4.965326063902467,64.24472034833161,43.28684623798108,15.971667099776823
736,47488.0,47081.19632421637,47453.54538141784,47336.908954784856,47146.421527999,16.0,-3.3160429480631137,-3.6111550045498007,-22.384640187301557,-7.466786933640833,16.0,3.3160429480631137,3.6111550045498007,22.384640187301557,7.466786933640833
737,47296.0,47073.60053846422,47277.661133502486,47238.978791989975,47121.87581746531,-320.0,-11.767844808739028,-267.57858040293286,-126.44076679988939,-33.25191966042621,320.0,11.767844808739028,267.57858040293286,126.44076679988939,33.25191966042621
738,46848.0,47057.66063459889,46918.388220611974,47084.02742118508,47079.91768867815,8.0,-19.59984471432108,-7.331809830651764,-36.93766021235933,-30.362244353254937,8.0,19.59984471432108,7.331809830651764,36.93766021235933,30.362244353254937
739,47312.0,47034.40084903558,47262.99751384118,47165.10347156526,47061.1513287588,128.0,-26.039124092127167,99.59686243514443,7.62778616281139,-31.30879348140661,128.0,26.039124092127167,99.59686243514443,7.62778616281139,31.30879348140661
740,47104.0,47005.58238641464,47117.58194548226,47099.2829935107,47017.30010171534,-88.0,-30.434029672585893,-77.5058409476078,-68.17898129921377,-48.18622195769785,88.0,30.434029672585893,77.5058409476078,68.17898129921377,48.18622195769785
741,47136.0,46973.532789690405,47107.98583194597,47028.74550896683,46964.77888484341,-152.0,-32.34176892425603,-149.66695380646343,-124.16473006045271,-61.08227262976288,152.0,32.34176892425603,149.66695380646343,124.16473006045271,61.08227262976288
742,46800.0,46940.898848566125,46818.248037869336,46850.953533389795,46895.13555645581,-208.0,-31.59387619852714,-198.49760472996786,-152.31520888213345,-64.88655056480275,208.0,31.59387619852714,198.49760472996786,152.31520888213345,64.88655056480275
743,46720.0,46910.34503729335,46710.99062248603,46724.11509120256,46835.0057837138,-152.0,-28.324048422422493,-152.30430295314363,-124.7808965859549,-54.37948355632034,152.0,28.324048422422493,152.30430295314363,124.7808965859549,54.37948355632034
744,46496.0,46884.25075172128,46513.63943196305,46601.391740217885,46786.37658934317,-128.0,-22.922752693128132,-109.154030707723,-70.02748087573491,-34.11036490347033,128.0,22.922752693128132,109.154030707723,70.02748087573491,34.11036490347033
745,46464.0,46864.499531907095,46492.682561070586,46584.06012945109,46766.78505390686,152.0,-15.98991322314032,122.45593446046405,42.69845395875382,-4.452282740967348,152.0,15.98991322314032,122.45593446046405,42.69845395875382,4.452282740967348
746,46800.0,46852.270925275,46758.55130088398,46686.78864813539,46777.472023861235,56.0,-8.252378582343226,58.625244233291596,46.12284275199636,9.56057114743453,56.0,8.252378582343226,58.625244233291596,46.12284275199636,9.56057114743453
747,46576.0,46847.99477474241,46609.93304953717,46676.305814955085,46785.90619620173,8.0,-0.4536125818231085,21.046996339038742,39.67007429723526,18.92948215058277,8.0,0.4536125818231085,21.046996339038742,39.67007429723526,18.92948215058277
748,46816.0,46851.36370011135,46800.645293562055,46766.12879672986,46815.3309881624,136.0,6.729002437718009,113.93871183517695,64.88738013970942,29.391341368791473,136.0,6.729002437718009,113.93871183517695,64.88738013970942,29.391341368791473
749,46848.0,46861.452779617844,46837.81047320752,46806.080575234504,46844.68887893931,-24.0,12.741838966576324,-13.782454316908115,18.99206612189664,29.1923347238735,24.0,12.741838966576324,13.782454316908115,18.99206612189664,29.1923347238735
750,46768.0,46876.847378044506,46773.08038492824,46804.11292897366,46873.71565761015,-56.0,17.20185175442748,-39.32816363811435,16.088818225980503,34.312561551345425,56.0,17.20185175442748,39.32816363811435,16.088818225980503,34.312561551345425
751,46736.0,46895.8564831267,46759.154145931294,46838.258211686465,46913.314002042,112.0,19.91428962179998,101.84449065954323,85.2743885560376,48.46404453395735,112.0,19.91428962179998,101.84449065954323,85.2743885560376,48.46404453395735
752,46992.0,46916.675957288106,46976.769366247325,46974.66170608573,46970.64374667806,136.0,20.84594357747119,141.46205155265488,127.73434744213228,56.26193196995882,136.0,20.84594357747119,141.46205155265488,127.73434744213228,56.26193196995882
753,47008.0,46937.54837028164,47042.078249036604,47093.72690657073,47025.83786598192,304.0,20.104678143288766,275.51489016497,161.92865377035923,56.086012602954725,304.0,20.104678143288766,275.51489016497,161.92865377035923,56.086012602954725
754,47600.0,46956.88531357468,47527.799146577265,47298.51901362645,47082.81577188397,96.0,17.911240273864678,84.9018682342903,54.05161386894906,31.118694496253738,96.0,17.911240273864678,84.9018682342903,54.05161386894906,31.118694496253738
755,47200.0,46973.37085082937,47211.881985505184,47201.83013430863,47088.07525497443,-304.0,14.559786041820189,-256.50723354616275,-95.77381216350841,-0.3367541608240572,304.0,14.559786041820189,256.50723354616275,95.77381216350841,0.3367541608240572
756,46992.0,46986.00488565832,47014.78467948494,47106.97138929943,47082.142263562324,-96.0,10.38581687163969,-83.17390859557054,-37.37305035947793,-1.4258782339893514,96.0,10.38581687163969,83.17390859557054,37.37305035947793,1.4258782339893514
757,47008.0,46994.14248457265,47045.53416831404,47127.08403358967,47085.22349850645,288.0,5.750484209991555,235.9985406241649,79.65466108507826,6.942409869447147,288.0,5.750484209991555,235.9985406241649,79.65466108507826,6.942409869447147
758,47568.0,46997.50585407831,47486.78176073327,47266.28071146959,47096.02708330122,-64.0,1.0126426494862244,-44.50419654228244,-11.662966385290929,-12.795061040171277,64.0,1.0126426494862244,44.50419654228244,11.662966385290929,12.795061040171277
759,46880.0,46996.16776987162,46956.52577522948,47103.75810081909,47059.63337642611,-96.0,-3.4892769667603716,-85.54472695336881,-50.643560240954685,-27.412038053800643,96.0,3.4892769667603716,85.54472695336881,50.643560240954685,27.412038053800643
760,47376.0,46990.527300144786,47315.69230682653,47164.99359098768,47041.20300719362,104.0,-7.4587511685203935,57.62806572971749,-44.26771433756585,-35.17021887281226,104.0,7.4587511685203935,57.62806572971749,44.26771433756585,35.17021887281226
761,47088.0,46981.25026753458,47071.78190668891,47015.22267214396,46989.29293868048,-488.0,-10.66438997921432,-417.237020411485,-186.15958277174286,-56.84542157911346,488.0,10.66438997921432,417.237020411485,186.15958277174286,56.84542157911346
762,46400.0,46969.19852018636,46481.21826600356,46792.674425444195,46927.51216403539,112.0,-12.951388878176658,79.49991387128102,-26.211033977662737,-35.40516644332092,112.0,12.951388878176658,79.49991387128102,26.211033977662737,35.40516644332092
763,47312.0,46955.34748977823,47230.781734431475,46962.80060418863,46918.48260579384,88.0,-14.261174700568517,85.6446721798311,-4.473519161248987,-28.70542795185611,88.0,14.261174700568517,85.6446721798311,4.473519161248987,28.70542795185611
764,46576.0,46940.67617078522,46652.507610363224,46783.7273871217,46870.10130813168,-112.0,-14.62451132910428,-109.64467466708084,-75.20952350608786,-33.676232255576906,112.0,14.62451132910428,109.64467466708084,75.20952350608786,33.676232255576906
765,47088.0,46926.09846712002,47011.492385097314,46812.38155717646,46851.13014128269,-240.0,-14.13893424732305,-237.64466795895714,-109.15505135700732,-30.81465978486085,240.0,14.13893424732305,237.64466795895714,109.15505135700732,30.81465978486085
766,46096.0,46912.398302290574,46177.21827444531,46565.41728440768,46808.471988561956,-128.0,-12.953464981896104,-95.32098986222627,-12.255630564937746,-7.034553292629425,128.0,12.953464981896104,95.32098986222627,12.255630564937746,7.034553292629425
767,46832.0,46900.19153715623,46820.85040537286,46787.87029604658,46837.06103469743,528.0,-11.235066804871167,469.1137774082199,200.38815966219408,28.842097870339785,528.0,11.235066804871167,469.1137774082199,200.38815966219408,28.842097870339785
768,47152.0,46889.92816868083,47115.44582926175,46966.19360373207,46866.156184302636,112.0,-9.139263589931943,111.82457019763024,85.42010955152,14.80295882034261,112.0,9.139263589931943,111.82457019763024,85.42010955152,14.80295882034261
769,47056.0,46881.913009976364,47044.49954576812,46958.71051514962,46866.66695233811,-144.0,-6.804729821258661,-128.4485546530086,-56.12783100764136,-8.955884347618849,144.0,6.804729821258661,128.4485546530086,56.12783100764136,8.955884347618849
770,46864.0,46876.318709038314,46858.54871995573,46853.93794171679,46848.2444156074,-240.0,-4.355220786022983,-213.20722603371905,-109.80360257443681,-19.210315950342192,240.0,4.355220786022983,213.20722603371905,109.80360257443681,19.210315950342192
771,46576.0,46873.20256840432,46618.08509370068,46739.10331000075,46828.24632043743,-24.0,-1.9018951160142024,-30.03815775163821,-33.28297671566179,-7.385779148098663,24.0,1.9018951160142024,30.03815775163821,33.28297671566179,7.385779148098663
772,46816.0,46872.514918806286,46798.472404452456,46787.371988285464,46833.4728573112,112.0,0.4442455669741321,92.7493330140278,33.95467242744053,6.100179739329178,112.0,0.4442455669741321,92.7493330140278,33.95467242744053,6.100179739329178
773,46800.0,46874.09105953827,46803.58375972874,46807.01265485563,46840.44667991609,16.0,2.562223357585026,23.03015391998997,23.14699399798701,8.996156600693212,16.0,2.562223357585026,23.03015391998997,23.14699399798701,8.996156600693212
774,46848.0,46877.639365521456,46844.532712292435,46833.66597628144,46851.46517051259,32.0,4.329876811236318,23.612514025862765,19.486309566520504,11.191749122128385,32.0,4.329876811236318,23.612514025862765,19.486309566520504,11.191749122128385
775,46864.0,46882.75081316074,46850.808787780465,46845.98527398867,46862.830178160344,-88.0,5.643961174257129,-59.67998560965498,3.3119347015708627,11.306516555774579,88.0,5.643961174257129,59.67998560965498,3.3119347015708627,11.306516555774579
776,46672.0,46888.92728786997,46725.172741073126,46840.28984568458,46874.078203624136,184.0,6.44161318883198,155.88086639608446,78.44949453819936,21.351935644997866,184.0,6.44161318883198,155.88086639608446,78.44949453819936,21.351935644997866
777,47232.0,46895.6340395384,47162.57052057263,47002.88426306507,46905.53404945034,80.0,6.726814761856076,74.59717462489061,48.03654891302358,15.132548298723123,80.0,6.726814761856076,74.59717462489061,48.03654891302358,15.132548298723123
778,46832.0,46902.38091739368,46874.36709032291,46936.36294351063,46904.34330022158,-104.0,6.575617881022481,-76.36797863521133,-14.339847799132258,2.426415782319964,104.0,6.575617881022481,76.36797863521133,14.339847799132258,2.426415782319964
779,47024.0,46908.78527530045,47009.83456330221,46974.204567466804,46910.38688101498,88.0,6.131638580744038,64.64028949035492,12.943907689583284,0.3629248441429809,88.0,6.131638580744038,64.64028949035492,12.943907689583284,0.3629248441429809
780,47008.0,46914.64419455517,47003.64766930362,46962.25075888979,46905.06914990987,-24.0,5.600966200545372,-27.94854748050784,-34.82842913211425,-10.464273609613883,24.0,5.600966200545372,27.94854748050784,34.82842913211425,10.464273609613883
781,46976.0,46919.98720770154,46953.937468341195,46904.547709202576,46889.45833379575,-176.0,5.212711811513145,-160.02285925645992,-93.42919508593332,-19.93789942433068,176.0,5.212711811513145,160.02285925645992,93.42919508593332,19.93789942433068
782,46656.0,46925.0696181782,46683.6019507907,46775.39236871793,46865.19335106121,-152.0,5.178636820797692,-132.3257635969967,-69.45915612568206,-13.805315181482001,152.0,5.178636820797692,132.3257635969967,69.45915612568206,13.805315181482001
783,46672.0,46930.344481343134,46689.2859411472,46765.62939695121,46861.84770343279,112.0,5.662164793255215,92.1136960924996,37.05172670889078,6.146737543218478,112.0,5.662164793255215,92.1136960924996,37.05172670889078,6.146737543218478
784,46880.0,46936.39394776471,46867.829342975696,46849.49582213571,46877.486826147644,128.0,6.74976192039685,117.69011670699183,68.6143362523544,15.513464022238622,128.0,6.74976192039685,117.69011670699183,68.6143362523544,15.513464022238622
785,46928.0,46943.84400518393,46924.666174561185,46902.85806945592,46892.874631477265,32.0,8.424002590374585,40.16770439139509,40.791282048168796,13.631536903481901,32.0,8.424002590374585,40.16770439139509,40.791282048168796,13.631536903481901
786,46944.0,46953.24195294546,46948.164751758486,46931.078386232046,46904.74989995461,48.0,10.558343741726276,44.32233598973471,21.759509892151982,9.912763475076645,48.0,10.558343741726276,44.32233598973471,21.759509892151982,9.912763475076645
787,47024.0,46964.96069266738,47013.310846540655,46946.377089240224,46912.70015842742,32.0,12.924763061877456,11.700327485454181,-23.51275237170921,2.38526639417978,32.0,12.924763061877456,11.700327485454181,23.51275237170921,2.38526639417978
788,47008.0,46979.09147906921,46971.565406729394,46884.05288148863,46909.52043274297,-296.0,15.206641085082083,-259.3152024993251,-124.29776700728326,-8.103704047302017,296.0,15.206641085082083,259.3152024993251,124.29776700728326,8.103704047302017
789,46432.0,46995.373974837545,46494.680441542005,46697.78155522566,46896.492750332814,-144.0,17.027389459140977,-128.08596114232932,-53.380548650140554,10.19695510649035,144.0,17.027389459140977,128.08596114232932,53.380548650140554,10.19695510649035
790,46720.0,47013.14625798749,46715.393484444736,46777.291784188346,46929.91434295595,232.0,18.007468631778465,197.68046512640285,108.15612105685796,43.917309770928114,232.0,18.007468631778465,197.68046512640285,108.15612105685796,43.917309770928114
791,46896.0,47031.3889121011,46890.04137179481,46914.093797339374,46984.32736987467,128.0,17.823374391875404,144.85474632412297,145.84891182071442,58.829395412456506,128.0,17.823374391875404,144.85474632412297,145.84891182071442,58.829395412456506
792,46976.0,47048.793006771244,47005.10297709298,47068.989607829775,47047.57313378086,352.0,16.272149864715175,321.6939085747508,201.39061440529258,66.82442059523237,352.0,16.272149864715175,321.6939085747508,201.39061440529258,66.82442059523237
793,47600.0,47063.93321183053,47533.42918894431,47316.87502614996,47117.976211065135,136.0,13.33483881576467,134.35473876123433,106.32293139515969,46.301887837533286,136.0,13.33483881576467,134.35473876123433,106.32293139515969,46.301887837533286
794,47248.0,47075.46268440277,47273.81245461545,47281.635470620095,47140.17690945593,-168.0,9.201217105230171,-130.55446125161325,-18.421820219813526,16.80954386358644,168.0,9.201217105230171,130.55446125161325,18.421820219813526,16.80954386358644
795,47264.0,47082.33564604099,47272.320266441086,47280.03138571033,47151.59529879231,64.0,4.268342290426517,40.10914403107745,6.411607945403375,5.79815427599533,64.0,4.268342290426517,40.10914403107745,6.411607945403375,5.79815427599533
796,47376.0,47083.99936898363,47354.030742677605,47294.4586865109,47151.77321800792,-32.0,-0.9013289746653754,-28.13581037545009,-26.343355943983624,-11.033419883991883,32.0,0.9013289746653754,28.13581037545009,26.343355943983624,11.033419883991883
797,47200.0,47080.53298809166,47216.048645690185,47227.344673822365,47129.528459024325,-64.0,-5.655358358766534,-57.73886853649674,-53.44167577735061,-25.768336032375373,64.0,5.655358358766534,57.73886853649674,53.44167577735061,25.768336032375373
798,47248.0,47072.68865226609,47238.55300560461,47187.5753349562,47100.23654594317,0.0,-9.347108904334164,-24.73061206249622,-69.98167138806457,-36.680085784002586,0.0,9.347108904334164,24.73061206249622,69.98167138806457,36.680085784002586
799,47200.0,47061.83877028299,47166.58742156519,47087.381331046236,47056.16828745632,-288.0,-11.42654791966197,-256.50905217362015,-156.50333838685037,-51.259844114028965,288.0,11.42654791966197,256.50905217362015,156.50333838685037,51.259844114028965
