distance,Raw,Median+Gaussian,Huber MRF lambda=0.1,Huber MRF lambda=1,Huber MRF lambda=10,derivative:Raw,derivative:Median+Gaussian,derivative:Huber MRF lambda=0.1,derivative:Huber MRF lambda=1,derivative:Huber MRF lambda=10
0,50928.0,50661.4281194304,50870.47039027622,50707.70823452445,50683.845443298305,-832.0,6.840437818187638,-663.4219884029444,-220.29176547555107,-24.41545567016874
1,50096.0,50668.268557248586,50207.048401873275,50487.4164690489,50659.42998762814,-64.0,9.949599692830816,-64.11703345398564,-24.583530951102148,3.756043711236998
2,50800.0,50681.32731881606,50742.23632336825,50658.541172622245,50691.35753072078,296.0,15.581746731979365,246.36953833619555,100.3952898844691,26.495419628681702
3,50688.0,50699.432050712545,50699.787478545666,50688.207048817836,50712.4208268855,8.0,19.85606663507133,16.48854790576661,29.76940060450943,22.28433750899785
4,50816.0,50721.0394520862,50775.21341917978,50718.07997383126,50735.926205738775,-168.0,22.49965993686783,-128.5069634669817,-19.08708807093717,19.501689140211965
5,50352.0,50744.43137058628,50442.7735516117,50650.03287267596,50751.424205165924,216.0,23.451734116686566,178.86372974830374,80.96933518267906,35.469209685445094
6,51248.0,50767.942920319576,51132.94087867639,50880.01864419662,50806.864625109665,24.0,22.87029148995134,35.99050215359239,45.995093618967076,33.383651199223095
7,50400.0,50790.17195356618,50514.75455591889,50742.023059913896,50818.19150756437,-32.0,21.10309141941252,-22.96816412791304,33.01594567421853,32.236457832925225
8,51184.0,50810.1491031584,51087.00455042056,50946.05053554506,50871.337540775516,96.0,18.634839520913374,87.2727466044962,85.05274340369942,37.512910249919514
9,50592.0,50827.44163260801,50689.30004912788,50912.128546721295,50893.21732806421,240.0,16.015123670407775,230.96812952501932,126.1422845368761,36.94065369190503
10,51664.0,50842.17935049922,51548.9408094706,51198.33510461881,50945.218848159326,128.0,13.790403326653177,117.66926700560725,53.37411020692525,16.062462503079587
11,50848.0,50855.022439261316,50924.638583139094,51018.876767135145,50925.34225307037,-248.0,12.407701375545003,-216.60615512422373,-94.01995391608943,-16.00948243543462
12,51168.0,50866.99475325031,51115.728499222154,51010.29519678663,50913.19988328846,-48.0,12.1599406290552,-70.26758780616365,-87.43397195520447,-24.882375617489743
13,50752.0,50879.34232051943,50784.10340752677,50844.008823224736,50875.57750183539,-192.0,13.13377235504231,-171.1080540615476,-120.28196194952034,-31.443506361298205
14,50784.0,50893.26229796039,50773.51239109906,50769.73127288759,50850.31287056586,-32.0,15.195029357488238,-63.02906093240745,-81.41191389335654,-21.948987741237943
