Raw_Intensity,Median_Intensity,Median_Gaussian_Intensity
771.0,771.0,7528.155302152108
826.0,826.0,7950.487966034744
881.0,881.0,8766.643401618336
2368.0,2368.0,9922.281263705685
6388.0,6388.0,11342.401798918469
11455.0,11455.0,12938.499000078347
18339.0,18339.0,14616.975927985228
22800.0,22800.0,16287.82236524328
25333.0,24507.0,17872.439881326587
26049.0,24892.0,19309.588896278026
24507.0,24892.0,20558.73203117155
24892.0,24672.0,21600.51432286574
24672.0,24562.0,22434.633371266296
24562.0,24562.0,23075.824011836397
23901.0,24562.0,23548.85637563386
24562.0,24397.0,23883.489861700997
24397.0,24397.0,24110.13722231529
24397.0,24562.0,24256.82669526238
24617.0,24397.0,24347.303232873437
24727.0,24562.0,24400.359779961094
24286.0,24562.0,24429.958388351904
24562.0,24342.0,24445.84699725287
24342.0,24342.0,24454.424197099295
24342.0,24452.0,24459.589625081117
24562.0,24342.0,24463.481558689702
24452.0,24452.0,24467.083681701337
24121.0,24562.0,24470.701673363983
24617.0,24507.0,24474.247455531957
24672.0,24507.0,24477.53653734218
24507.0,24507.0,24480.375779294656
24121.0,24507.0,24482.665826921584
24397.0,24507.0,24484.494230026798
24562.0,24452.0,24486.165341729706
24507.0,24507.0,24488.189433897656
24452.0,24507.0,24491.23665269976
24617.0,24507.0,24496.057369875303
24397.0,24452.0,24503.37802142153
24782.0,24452.0,24513.78415656921
24397.0,24397.0,24527.62500240134
24452.0,24397.0,24544.943532584974
23901.0,24397.0,24565.432851404537
24342.0,24452.0,24588.4901723092
24782.0,24727.0,24613.287795510987
25058.0,24782.0,24638.8862541964
24727.0,24782.0,24664.36822263512
24837.0,24782.0,24688.939609066485
24562.0,24727.0,24711.97571271983
24782.0,24727.0,24733.039990864236
24672.0,24727.0,24751.83441117585
24727.0,24727.0,24768.15349468096
24892.0,24727.0,24781.83552128804
24672.0,24892.0,24792.72682404796
24892.0,24892.0,24800.70891664737
24892.0,24892.0,24805.731303287677
25002.0,24892.0,24807.86493886299
25223.0,24892.0,24807.3544541429
24837.0,24837.0,24804.636320095517
24782.0,24782.0,24800.32379993139
24782.0,24782.0,24795.151310076424
24617.0,24782.0,24789.898852234808
24837.0,24727.0,24785.294415561388
24672.0,24727.0,24781.93064982101
24727.0,24727.0,24780.19004136594
24727.0,24727.0,24780.222916634488
24562.0,24727.0,24781.964896674403
24947.0,24727.0,24785.143431070417
24286.0,24782.0,24789.38231980644
24782.0,24947.0,24794.279915318366
25278.0,24782.0,24799.476377845585
25223.0,24782.0,24804.71744680357
24562.0,24947.0,24809.881640973166
24782.0,24782.0,24814.964396610405
24947.0,24782.0,24820.03014311553
24727.0,24782.0,24825.160861709985
24782.0,24782.0,24830.375144380563
24837.0,24782.0,24835.585502943613
24727.0,24837.0,24840.572502502444
25058.0,24892.0,24844.995254513622
24892.0,24892.0,24848.42978173837
24947.0,24892.0,24850.43199698698
24562.0,24892.0,24850.61781890824
24782.0,24947.0,24848.737150334564
25168.0,24782.0,24844.749874354526
25278.0,24782.0,24838.855249274984
24672.0,25168.0,24831.511135702887
24617.0,24837.0,24823.420016295877
25223.0,24672.0,24815.457440299982
24837.0,24782.0,24808.587707007813
24617.0,24782.0,24803.75266126261
24782.0,24672.0,24801.77923801558
24672.0,24672.0,24803.247744213277
24672.0,24727.0,24808.436688991227
