Distance,Intensity,Derivative
0,46706.97626330483,23.644060908532992
1,46730.62032421336,34.776588014461595
2,46776.52943933375,55.72483081792598
3,46842.069985849215,73.51338262436911
4,46923.55620458249,87.25280985482459
5,47016.575605558864,96.39688847803336
6,47116.34998153856,100.7858534162333
7,47218.14731239133,100.6544160550111
8,47317.65881364858,96.58435156261476
9,47411.31601551656,89.41516333576874
10,47496.48914032012,80.12550369718883
11,47571.56702291094,69.70708003214895
12,47635.903300384416,59.04906740847218
13,47689.66515772788,48.85310385573757
14,47733.60950809589,39.5969118379835
15,47768.85898140385,31.537249560275086
16,47796.68400721644,24.75046314168503
17,47818.35990768722,19.185511780950037
18,47835.05503077834,14.717019774674554
19,47847.79394723657,11.200504487529543
20,47857.4560397534,8.502262849407998
21,47864.798472935385,6.514429608178034
22,47870.48489896976,5.160553222514864
23,47875.119579380415,4.389516628158162
24,47879.26393222607,4.155785597227805
25,47883.43115057487,4.417223811065924
26,47888.098379848205,5.122075172006589
27,47893.67530091888,6.201738943887904
28,47900.50185773598,7.565397394806496
29,47908.806095708496,9.090667338899948
30,47918.68319241378,10.622822528952383
31,47930.0517407664,11.97598324021601
32,47942.63515889421,12.94972531043095
33,47955.95119138726,13.35084740835373
34,47969.33685371092,13.02119308003239
35,47981.99357754733,11.872756090964685
36,47993.08236589285,9.918424980824057
37,48001.830427508976,7.2863698766959715
38,48007.65510564624,4.2087087270956545
39,48010.24784496317,0.994929005515587
40,48009.64496365727,-2.0218862254478154
41,48006.20407251227,-4.541345918434672
42,48000.5622718204,-6.348363398879883
43,47993.50734571451,-7.355881435261836
44,47985.85050894988,-7.604734698899847
45,47978.29787631671,-7.245343061451422
46,47971.35982282698,-6.4964302430307725
47,47965.30501583065,-5.594773301072564
48,47960.17027622483,-4.7462807143056125
49,47955.81245440204,-4.091633487314539
50,47951.9870092502,-3.693843514640321
51,47948.42476737276,-3.540176584621804
52,47944.90665608096,-3.558056455829501
53,47941.3086544611,-3.6497428165384918
54,47937.60717044788,-3.712053411993111
55,47933.88454763711,-3.6541876003575453
56,47930.29879524717,-3.418474281195813
57,47927.04759907472,-2.984365502907167
58,47924.33006424135,-2.3667035628604935
59,47922.314191949,-1.6109963354610954
60,47921.10807157043,-0.7857963977803593
61,47920.74259915344,0.033843457873445004
62,47921.17575848618,0.7811589324082888
63,47922.30491701826,1.4074697202195239
64,47923.990697926616,1.8922363206511363
65,47926.08938965956,2.246716111942078
66,47928.4841301505,2.499555226535449
67,47931.08850011263,2.682378654979402
68,47933.84888746046,2.8145991950332245
69,47936.717698502696,2.8897543017701537
70,47939.628396064,2.8745638728833
71,47942.46682624846,2.715534517486958
72,47945.05946509897,2.3574706322651764
73,47947.18176751299,1.7642925888503669
74,47948.588050276674,0.9331290788468323
75,47949.04802567069,-0.10161722683551488
76,47948.384815823,-1.2708029773712042
77,47946.506419715945,-2.4853379880696593
78,47943.414139846864,-3.656215285649523
79,47939.193989144645,-4.70636347942127
80,47934.00141288802,-5.575225591481285
81,47928.04353796168,-6.21799046192973
82,47921.56543196416,-6.601918354575901
83,47914.83970125253,-6.7013337231474
84,47908.16276451787,-6.494753032864537
85,47901.8501951868,-5.97554870508975
86,47896.21166710769,-5.161917233639542
87,47891.52636071952,-4.10133364190915
88,47888.00899982387,-2.8722215608431725
89,47885.78191759784,-1.577595131166163
90,47884.85380956154,-0.32594577224881505
91,47885.13002605334,0.7816872443072498
92,47886.41718405015,1.6655386754755455
93,47888.46110340429,2.2867472683647065
94,47890.99067858688,2.648274585350009
95,47893.75765257499,2.7812142699003743
96,47896.55310712668,2.7424668099265546
97,47899.24258619484,2.6063619868073147
98,47901.765831100296,2.438154488514556
99,47904.11889517187,2.2897360785536875
100,47906.3453032574,2.19118503050413
101,47908.50126523288,2.14461558153198
102,47910.63453442047,2.128386335396499
103,47912.75803790367,2.106244370359491
104,47914.84702316119,2.0418872918417037
105,47916.84181248736,1.9143725445064774
106,47918.6757682502,1.7356089598979452
107,47920.31303040715,1.5601436466458836
108,47921.79605554349,1.4851920598739525
109,47923.2834145269,1.636862958825077
110,47925.06978146114,2.1419342107401462
111,47927.56728294838,3.0957423276740883
112,47931.26126611649,4.527803089265944
113,47936.62288912691,6.374154351906327
114,47944.0095748203,8.462316707809805
115,47953.54752254253,10.530075785904046
116,47965.06972639211,12.261893535927811
117,47978.07130961439,13.333690866096731
118,47991.7371081243,13.475816728489008
119,48005.022943071366,12.533590798164369
120,48016.80428972063,10.498032133564266
121,48026.019007338495,7.511255593944952
122,48031.82680090852,3.8546254954962933
123,48033.72825832949,-0.09889048635886866
124,48031.629019935805,-3.9421814099878247
125,48025.84389550951,-7.291492269028822
126,48017.04603539775,-9.834514035934262
127,48006.17486743764,-11.363290568413504
128,47994.31945426092,-11.789837875065132
129,47982.59519168751,-11.13680750883941
130,47972.04583924324,-9.528224944890098
131,47963.53874179773,-7.1699635809563915
132,47957.70591208133,-4.309357606613048
133,47954.92002658451,-1.217821909547638
134,47955.27026826223,1.8269384487357456
135,47958.57390348198,4.571158288425067
136,47964.41258483908,6.798506450326386
137,47972.17091638263,8.33673345776333
138,47981.08605175461,9.076498397043906
139,47990.32391317672,8.985406637119013
140,47999.05686502885,8.103089701678982
141,48006.53009258008,6.54636664921054
142,48012.14959832727,4.497908264344005
143,48015.525909108765,2.1804487892150064
144,48016.5104959057,-0.17060974050400546
145,48015.18468962776,-2.3465261051132984
146,48011.81744369547,-4.199889797113428
147,48006.78491003353,-5.666225354776543
148,48000.48499298592,-6.773181014050351
149,47993.23854800543,-7.6230020858565695
150,47985.238988814206,-8.353680777356203
151,47976.53118645072,-9.096023641523061
152,47967.04694153116,-9.929839167263708
153,47956.67150811619,-10.850996757129906
154,47945.3449480169,-11.760116055054823
155,47933.15127600608,-12.475497750445356
156,47920.39395251601,-12.77371910587317
157,47907.60383779433,-12.434873821177462
158,47895.524204873655,-11.287881846204982
159,47885.02807410192,-9.255380919577874
160,47877.0134430345,-6.3797678378505225
161,47872.26853842622,-2.822441851338226
162,47871.36855933182,1.1553136721231567
163,47874.57916577047,5.219896126374806
164,47881.80835158457,9.015143525281019
165,47892.60945282103,12.2128276912008
166,47906.23400696697,14.552560729054676
167,47921.71457427914,15.88209008697595
168,47937.998187140925,16.170579613317386
169,47954.055733505775,15.506270488021983
170,47969.01072811697,14.077121391841501
171,47982.20997628946,12.138920577745012
172,47993.28856927246,9.973345993195835
173,48002.15666827585,7.838067426295311
174,48008.96470412505,5.931513703810197
175,48014.01969568347,4.367217811955925
176,48017.69913974896,3.1570459753966134
177,48020.33378763426,2.2117314362185425
178,48022.1226026214,1.3679164123277587
179,48023.06962045892,0.4236398885077506
180,48022.969882398414,-0.8154317872067622
181,48021.438756884505,-2.4841420872289746
182,48018.00159822396,-4.615464943450206
183,48012.207826997605,-7.116063703135296
184,48003.769470817686,-9.772364196905983
185,47992.66309860379,-12.284425273759553
186,47979.20062027017,-14.31781359539309
187,47964.02747141301,-15.571964727521845
188,47948.05669081512,-15.83971050931359
189,47932.34805039438,-15.041411231166421
190,47917.97386835279,-13.23433055892383
191,47905.87938927653,-10.591909294929792
192,47896.79004976293,-7.356859085019096
193,47891.16567110649,-3.788220950675168
194,47889.21360786158,-0.1222030485405412
195,47890.92126500941,3.449868829025945
196,47896.11334551963,6.786606355628464
197,47904.49447772067,9.778802437769627
198,47915.67095039517,12.327039333918947
199,47929.14855638851,14.321153181423142
200,47944.31325675802,15.63737044564914
201,47960.423297279805,16.14842356594454
202,47976.61010388991,15.745887633107486
203,47991.91507254602,14.372419798146439
204,48005.3549434862,12.04782027679903
205,48016.01071309962,8.882906769336842
206,48023.12075702487,5.072011756616121
207,48026.15473661285,0.8761388919483579
208,48024.87303480877,-3.411937397064321
209,48019.33086181872,-7.498266108628741
210,48009.87650259151,-11.120122441505373
211,47997.09061693571,-14.070984490586852
212,47981.73453361034,-16.203907811366662
213,47964.68280131298,-17.4359169845593
214,47946.86269964122,-17.738915143658232
215,47929.20497102566,-17.12535410575947
216,47912.6119914297,-15.643995855421963
217,47897.91697931482,-13.372956807252194
218,47885.8660778152,-10.418438952463475
219,47877.08010140989,-6.921660849908221
220,47872.02275611538,-3.061480280433898
221,47870.95714084902,0.9492223889574234
222,47873.921200893295,4.870609391629841
223,47880.69835963228,8.44892808135046
224,47890.819057056,11.447184423010185
225,47903.5927284783,13.66863607913183
226,47918.15632921426,14.979473541126936
227,47933.55167556056,15.328822686919011
228,47948.8139745881,14.757669584480027
229,47963.06701472952,13.38992224476533
