Distance,Intensity,Derivative
0,44971.46025338131,19.978493153481395
1,44991.43874653479,29.315712124640413
2,45030.09167763059,46.756189941548655
3,45084.95112641789,61.278251032530534
4,45152.64817969565,72.15574612983983
5,45229.26261867757,79.03051054607567
6,45310.7092007878,81.9313864682772
7,45393.12539161412,81.24232193627904
8,45473.19384466036,77.61202688722187
9,45548.349445388565,71.85318691936845
10,45616.9002184991,64.82395246877059
11,45677.997350326106,57.30855274982241
12,45731.51732399874,49.937627862236695
13,45777.87260605058,43.142027656042046
14,45817.801379310826,37.15429102327107
15,45852.18118809712,32.027252020223386
16,45881.85588335127,27.694336803382612
17,45907.56986170389,24.03220025936389
18,45929.92028387,20.898699845587544
19,45949.36726139506,18.16520683507042
20,45966.25069754014,15.733816171894432
21,45980.83489373885,13.536656487893197
22,45993.32401051593,11.515552072221908
23,46003.865997883295,9.619170783080335
24,46012.56235208209,7.792612520832336
25,46019.45122292496,5.978334888499376
26,46024.51902185909,4.129455759724806
27,46027.71013444441,2.232380895071401
28,46028.98378364923,0.3065668620438373
29,46028.3232681685,-1.600141579983756
30,46025.78350048926,-3.4038687841130013
31,46021.51553060027,-5.009580211670254
32,46015.76434006592,-6.329800086983596
33,46008.8559304263,-7.305330081289867
34,46001.15367990334,-7.919877319010993
35,45993.01617578828,-8.200466466263606
36,45984.752746970815,-8.214362576480198
37,45976.58745063532,-8.051170810045733
38,45968.65040535072,-7.804566046306718
39,45960.97831854271,-7.551682402925508
40,45953.54704054487,-7.334509708583937
41,45946.30929912554,-7.151830930888536
42,45939.243378683095,-6.958592158960528
43,45932.39211480762,-6.67778173642364
44,45925.88781521025,-6.21946761007348
45,45919.95317958747,-5.506362158292177
46,45914.87509089366,-4.501958203527465
47,45910.94926318042,-3.2255252488685073
48,45908.42404039593,-1.7646939064870821
49,45907.41987536744,-0.2605295447392564
50,45907.90298130645,1.1075649496997357
51,45909.63500526684,2.1591159024392255
52,45912.22121311133,2.7601946956274332
53,45915.1553946581,2.8489686744833307
54,45917.91915046029,2.4612240667447622
55,45920.07784279159,1.7219273570626683
56,45921.36300517442,0.8283928674463823
57,45921.73462852648,0.01371248064606334
58,45921.39043013571,-0.5075107771845069
59,45920.71960697211,-0.5784119845448004
60,45920.23360616662,-0.12448991401106468
61,45920.47062714409,0.8338501334037574
62,45921.90130643343,2.1932386031767237
63,45924.85710435044,3.8012598687491845
64,45929.50382617093,5.491603363570903
65,45935.84031107758,7.116027171618043
66,45943.73588051416,8.569024717398861
67,45952.97836051238,9.791868933461956
