distance,Raw,Median+Gaussian,Huber MRF lambda=0.1,Huber MRF lambda=1,Huber MRF lambda=10,derivative:Raw,derivative:Median+Gaussian,derivative:Huber MRF lambda=0.1,derivative:Huber MRF lambda=1,derivative:Huber MRF lambda=10
0,47488.0,47054.294118836624,47466.76139004956,47353.07109388782,47126.40105245729,-240.0,-4.308461129570787,-212.38609950433602,-134.92890611217445,-36.15989475426613
1,47248.0,47049.98565770705,47254.37529054523,47218.142187775644,47090.24115770302,-176.0,-6.276678499631089,-180.50964677818047,-149.8578122243598,-44.04783686911833
2,47136.0,47041.74076183736,47105.7420964932,47053.3554694391,47038.30537871905,-432.0,-9.871514649024903,-390.0664267587563,-206.10898361698855,-56.82051004801906
3,46384.0,47030.242628409,46474.242437027715,46805.92422054167,46976.60013760698,96.0,-12.67894117902324,66.00773634497818,-36.469138626602216,-32.075234231713694
4,47328.0,47016.382879479315,47237.75756918316,46980.417192185894,46974.154910255624,88.0,-14.557842797796184,80.59216336918325,0.7015677371709899,-20.137481838581152
5,46560.0,47001.12694281341,46635.42676376608,46807.32735601601,46936.32517392982,-168.0,-15.48666524681903,-149.63766738377308,-49.42615816187754,-19.013477629312547
6,46992.0,46985.40954898568,46938.48223441561,46881.56487586214,46936.127954997,40.0,-15.541424528120842,35.466642727609724,19.019957777200034,-2.9908211829715583
7,46640.0,46970.04409375717,46706.3600492213,46845.36727157041,46930.34353156388,96.0,-14.861469724772178,99.67806091218154,66.48603149347036,8.73275314507191
8,47184.0,46955.68660953613,47137.838356239976,47014.53693884908,46953.59346128714,248.0,-13.609031774278264,200.6700882185687,84.43813670321106,11.729602787621843
9,47136.0,46942.82603020861,47107.70022565844,47014.24354497683,46953.80273713912,-216.0,-11.933758136601682,-171.63700228933158,-61.171621383829915,-8.900587291063857
10,46752.0,46931.81909326293,46794.56435166131,46892.19369608142,46935.792286705015,-112.0,-9.953214874185505,-100.31411569058037,-51.953000854697166,-8.820836098857399
11,46912.0,46922.91960046024,46907.07199427728,46910.33754326744,46936.16106494141,120.0,-7.759251499417587,87.86761400235628,17.312618819731142,1.5768314834640478
12,46992.0,46916.300590264094,46970.299579666025,46926.81893372088,46938.94594967194,-48.0,-5.42611098935231,-45.274516281107935,-16.109142686113046,0.13218221413262654
13,46816.0,46912.06737848154,46816.52296171506,46878.11925789521,46936.42542936967,-192.0,-3.02509889947396,-151.16180937567333,-17.64004687807028,3.5007511662151956
14,46608.0,46910.25039246515,46667.97596091468,46891.53883996474,46945.94745200437,448.0,-0.6313207913044607,402.6172589429516,155.1890020519022,26.41939523491601
15,47712.0,46910.80473689893,47621.757479600965,47188.497261999015,46989.264219839504,104.0,1.672043458063854,86.57264946629948,35.20705303378418,7.179978827109153
16,46816.0,46913.594479381274,46841.12125984728,46961.95294603231,46960.30740965859,-568.0,3.812542117004341,-490.3181084624557,-153.56784295054968,-21.74143969798388
17,46576.0,46918.42982113294,46641.12126267605,46881.361576097916,46945.78134044354,320.0,5.74427276185088,266.97780825332666,72.0894181145668,3.9629978071207006
18,47456.0,46925.083024904976,47375.07687635393,47106.131782261444,46968.23340527283,208.0,7.452843407278124,187.9685034032409,49.83609729424643,-1.9362649070608313
19,46992.0,46933.33550794749,47017.058269482535,46981.03377068641,46941.908810629415,-256.0,8.96504008100601,-232.7272594587157,-130.5811262318348,-28.82915411195063
20,46944.0,46943.01310506699,46909.6223574365,46844.969529797774,46910.57509704893,-408.0,10.340919156762538,-375.40790285601906,-185.57947598974351,-33.00495872803367
21,46176.0,46954.01734626102,46266.2424637705,46609.87481870692,46875.89889317335,-24.0,11.670931792621559,-24.714062077066046,-18.157301737395755,0.3187407830846496
22,46896.0,46966.35496865223,46860.19423328237,46808.65492632298,46911.2125786151,392.0,13.048374709782365,343.55320117975134,155.10757077755989,36.07431437250489
23,46960.0,46980.11409568058,46953.34886613,46920.08996026204,46948.04752191836,32.0,14.552077807551541,59.89896349762421,91.48001407007177,36.23731939917707
24,46960.0,46995.459124267334,46979.992160277616,46991.614954463126,46983.687217413455,144.0,16.22312292245988,126.60409553570207,87.3324714326518,36.82405636577096
25,47248.0,47012.5603415255,47206.557057201404,47094.754903127345,47021.6956346499,24.0,18.047538448336127,19.350182930786104,26.517400227890903,26.693198968936485
26,47008.0,47031.55420116401,47018.69252613919,47044.64975491891,47037.07361535133,-176.0,19.955862895461905,-134.4019003662579,-31.780270748986368,16.83166146899748
27,46896.0,47052.47206731643,46937.75325646889,47031.19436162937,47055.358957587894,160.0,21.819060894245922,127.82701267412631,54.14178752515363,26.253290115961136
28,47328.0,47075.1923229525,47274.34655148744,47152.933329969215,47089.58019558325,80.0,23.442018156572885,68.32605245574086,34.20563332444726,22.30024777451763
29,47056.0,47099.35610362957,47074.40536138037,47099.60562827827,47099.95945313693,-136.0,24.56491431939503,-107.91438320522502,-31.524887551815482,12.577230210525158
30,47056.0,47124.32215159129,47058.51778507699,47089.883554865584,47114.7346560043,0.0,24.89405547028946,-3.29865091843385,7.21970402010993,17.71193566758666
31,47056.0,47149.14421457015,47067.8080595435,47114.04503631849,47135.3833244721,72.0,24.13674233997881,68.33057218402973,53.18399961214891,24.61783469140937
32,47200.0,47172.595636271246,47195.17892944505,47196.25155408988,47163.97032538712,104.0,22.041648802489362,103.26551712681612,80.33229481633316,26.785517184369382
33,47264.0,47193.22751217513,47274.339093797134,47274.70962595115,47188.95435884084,136.0,18.458026605621853,130.85563333773825,83.81288483684693,21.23175139576415
34,47472.0,47209.51168948249,47456.89019612053,47363.877323763576,47206.43382817865,136.0,13.397083732990723,107.00208292603202,35.10635969420764,4.201160746742971
35,47536.0,47220.02167964111,47488.3432596492,47344.92234533957,47197.35668033433,-224.0,7.0587229085940635,-206.83063822533222,-114.49380575422038,-26.00931382760973
36,47024.0,47223.62913529968,47043.22891966986,47134.889712255135,47154.41520052343,-408.0,-0.1534325982829614,-348.96974163004415,-154.58777695686877,-36.4207197847245
37,46720.0,47219.714814444545,46790.40377638911,47035.74679142583,47124.51524076488,208.0,-7.658711749318172,177.61628634357476,58.73047488361408,-9.674197720305528
38,47440.0,47208.31171180104,47398.46149235701,47252.35066202236,47135.06680508282,360.0,-14.769033404565562,321.9426300741943,122.77920160771828,-4.695095427920023
