angle_deg,image_index,image,method,rmse_from_raw,mae_from_raw,residual_std,derivative_noise_mad,max_abs_derivative,max_abs_derivative_position,major_candidate_position,major_candidate_shift_from_median_gaussian,main_peak_prominence,main_peak_width,significant_peak_count,artificial_peak_suspect_count,assessment
0,0,img134327_  0_  0.tiff,Raw,0.0,0.0,0.0,308.38079999999997,1144.0,363,363,-1,1144.0,4.182449494949481,5,0,candidate_only_not_PD
0,0,img134327_  0_  0.tiff,Median+Gaussian,430.91423887130526,331.16460648650633,430.9141793556824,20.889441645541456,311.69094776421116,364,364,0,311.66969670976323,9.894273488450551,9,0,candidate_only_not_PD
0,0,img134327_  0_  0.tiff,Huber MRF lambda=0.1,56.306945836884715,46.74704457084096,56.306945836884715,274.3378175307686,1130.3794009729681,363,363,-1,1130.0284866929142,4.16746018784562,5,0,candidate_only_not_PD
0,0,img134327_  0_  0.tiff,Huber MRF lambda=1,236.90684340492598,190.12009084378334,236.90684340492598,136.48845984995066,1085.167337791885,363,363,-1,1084.4855963121227,3.8533118952954624,5,0,candidate_only_not_PD
0,0,img134327_  0_  0.tiff,Huber MRF lambda=10,374.13528670873944,297.9372247964446,374.13528670873944,42.990512663210566,483.024372296597,352,352,-12,482.9485265292933,7.004527063462206,7,0,candidate_only_not_PD
6,1,img134334_  1_  6.tiff,Raw,0.0,0.0,0.0,225.3552,776.0,937,937,573,776.0,1.4040529363110181,4,0,candidate_only_not_PD
6,1,img134334_  1_  6.tiff,Median+Gaussian,312.379055334268,240.09942048183166,312.37387791681164,14.373642592592935,186.64274642899545,364,364,0,186.57926889699957,9.636964659184287,5,0,candidate_only_not_PD
6,1,img134334_  1_  6.tiff,Huber MRF lambda=0.1,43.091034688348515,36.28210275373652,43.091034688348515,187.87590387301302,742.5108365689812,363,363,-1,741.9129376278106,2.809325538800124,6,0,candidate_only_not_PD
6,1,img134334_  1_  6.tiff,Huber MRF lambda=1,183.3114661103346,146.28031931561017,183.3114661103346,93.04097107150992,674.8517196928806,353,353,-11,674.8253138988766,3.2041943423191697,4,0,candidate_only_not_PD
6,1,img134334_  1_  6.tiff,Huber MRF lambda=10,276.4342638117164,218.99921670095554,276.4342638117164,26.845933455826625,295.9083369862383,364,364,0,295.6998402321915,7.238485611797842,6,0,candidate_only_not_PD
12,2,img134338_  2_ 12.tiff,Raw,0.0,0.0,0.0,237.21599999999998,1136.0,1200,811,447,808.0,1.351750171585536,8,0,candidate_only_not_PD
12,2,img134338_  2_ 12.tiff,Median+Gaussian,342.6305437608777,264.8291802471337,342.5846354655205,17.23109507998237,205.54270536491822,364,364,0,205.51568366558422,9.29001694089095,3,0,candidate_only_not_PD
12,2,img134338_  2_ 12.tiff,Huber MRF lambda=0.1,51.43479612234361,43.22614985591765,51.43479612234361,203.89988567153142,997.25213913068,1200,353,-11,758.8019925453045,4.100380683085518,5,0,candidate_only_not_PD
12,2,img134338_  2_ 12.tiff,Huber MRF lambda=1,206.4734650378252,164.38008953185866,206.4734650378252,103.42114966268792,718.274036969382,353,353,-11,717.7328722737802,3.887970645454118,5,0,candidate_only_not_PD
12,2,img134338_  2_ 12.tiff,Huber MRF lambda=10,306.49895408953324,242.24117813267597,306.49895408953324,30.608792716844757,310.9788690216956,353,353,-11,310.90279191429727,6.786423266851671,2,0,candidate_only_not_PD
18,3,img134343_  3_ 18.tiff,Raw,0.0,0.0,0.0,272.79839999999996,1144.0,353,353,1,1144.0,3.935714285714255,6,0,candidate_only_not_PD
