distance,Raw,Median+Gaussian,Huber MRF lambda=0.1,Huber MRF lambda=1,Huber MRF lambda=10,derivative:Raw,derivative:Median+Gaussian,derivative:Huber MRF lambda=0.1,derivative:Huber MRF lambda=1,derivative:Huber MRF lambda=10
0,32928.0,33516.32259607331,32924.140892228286,32923.784839539134,33242.421453528324,-48.0,55.81687098648399,-38.591077717152075,-4.215160460866173,31.44214535282663
1,32880.0,33572.139467059795,32885.549814511134,32919.56967907827,33273.86359888115,-16.0,82.80966351443203,-10.842005161463021,15.569679078264016,51.13532529688746
2,32896.0,33681.941923102175,32902.45688190536,32954.92419769566,33344.6921041221,48.0,134.93955120968894,49.19147692102342,64.81661746522514,93.2631104470529
3,32976.0,33842.01856947917,32983.93276835318,33049.20291400872,33460.38981977526,120.0,182.39739151363028,121.13972821371499,130.88017331741867,139.91720664191962
4,33136.0,34046.736706129435,33144.73633833279,33216.6845443305,33624.52651740594,272.0,223.28708310669026,268.03361587893596,235.3991905950752,188.56302350098122
5,33520.0,34288.59273569255,33520.00000011105,33520.00129519887,33837.51586677722,456.0,255.85172860421153,451.6318307988877,415.6573442650042,228.86514271013948
6,34048.0,34558.44016333786,34047.999999930566,34047.99923286051,34082.25680282622,528.0,278.6744819439482,527.9999999541214,527.9994836438018,369.2457774536997
7,34576.0,34845.94169958045,34576.000000019296,34576.00026248647,34576.00742168462,728.0,290.89488446608084,728.0000000478467,728.0004479917043,710.8666865445957
8,35504.0,35140.22993227002,35504.00000002626,35504.000128843916,35503.99017591541,792.0,292.3918733303435,791.9999999585125,791.9996449073151,691.7092860188241
9,36160.0,35430.72544624114,36159.99999993632,36159.9995523011,35959.42599372227,536.0,283.8611557353506,526.326376921872,489.7742958792951,341.7723966353551
10,36576.0,35707.95224374072,36556.65275387,36483.54872060251,36187.53496918612,216.0,266.77251183509725,225.67362308804513,239.6322676235286,208.68572392315764
11,36592.0,35964.27046991133,36611.34724611241,36639.26408754816,36376.79744156858,216.0,243.19416436663232,209.00999560388664,179.34741071973622,178.5023444608887
12,37008.0,36194.340572473986,36974.672745077776,36842.24354204198,36544.5396581079,144.0,215.5166616946699,139.10995155483033,120.10122551480526,144.56919944471156
13,36880.0,36395.30379330067,36889.56714922207,36879.46653857777,36665.935840458005,-56.0,186.16644575758255,-37.26984974532752,36.956265824679576,110.69297437300702
14,36896.0,36566.67346398915,36900.13304558712,36916.15607369134,36765.92560685391,32.0,157.33352607564302,31.231124300633383,46.7675719592371,93.48604673860245
15,36944.0,36709.97084545196,36952.02939782334,36973.001682496244,36852.90793393521,96.0,130.7586797185977,92.04334135292083,71.3464500530281,82.42772377805886
16,37088.0,36828.19082342635,37084.21972829296,37058.848973797394,36930.78105441003,128.0,107.62060043769452,113.28897193443845,71.27177819984718,70.01217319532225
17,37200.0,36925.212046327346,37178.607341692215,37115.54523889594,36992.932280325855,-24.0,88.52411127634696,-12.575678139655793,14.468884546509798,51.79783993211822
18,37040.0,37005.23904597904,37059.06837201365,37087.786742890414,37034.376734274265,-24.0,73.5536365514563,-24.19710961032979,-3.8651245603177813,41.16329066212347
19,37152.0,37072.31931943026,37130.213122471556,37107.8149897753,37075.2588616501,-48.0,62.36982027732665,-37.78963718430168,-2.0642582274595043,37.0450704583418
20,36944.0,37129.978686533694,36983.48909764505,37083.658226435495,37108.46687519095,96.0,54.32336318157468,87.70096475501123,45.67234987794291,41.43135730039285
21,37344.0,37180.96604579341,37305.61505198158,37199.15968953119,37158.12157625089,112.0,48.577773583703674,93.22171288813479,43.08130786128095,40.360779872480634
22,37168.0,37227.1342337011,37169.93252342132,37169.82084215806,37189.18843493591,-160.0,44.21441853103897,-126.01991145369539,-28.428426294096425,32.126280431821215
23,37024.0,37269.394882855486,37053.57522907419,37142.302836942996,37222.37413711453,40.0,40.33657945933737,31.518851023825846,31.633413256433414,43.10440903434937
24,37248.0,37307.807392619776,37232.97022546897,37233.08766867092,37275.39725300461,112.0,36.16290070159448,104.24612373962009,83.32866606338939,54.392978540305194
25,37248.0,37341.720684258675,37262.06747655343,37308.960169069775,37331.16009419514,88.0,31.104983910470764,99.43463385161522,106.35258493373476,59.92084590029117
26,37424.0,37370.01736044072,37431.8394931722,37445.79283853839,37395.23894480519,232.0,24.841988667249097,212.17545632475958,147.7290887378149,62.640797850308445
27,37712.0,37391.40466159317,37686.41838920295,37604.418346545404,37456.44168989576,128.0,17.353035163032473,123.46486820049176,104.83468127971719,48.42482958535402
28,37680.0,37404.72343076678,37678.76922957318,37655.46220109783,37492.0886039759,-40.0,8.905775177838223,-13.803011763855466,38.77495510133667,26.251344278934994
29,37632.0,37409.21621194885,37658.812365675236,37681.96825674808,37508.94437845363,144.0,0.010985649645590456,119.79870461125029,51.49018402428919,10.702993400409468
30,37968.0,37404.74540206607,37918.366638795684,37758.442569146406,37513.49459077672,-16.0,-8.672854128817562,-17.065899281191378,-28.304403028472734,-18.17505813806929
31,37600.0,37391.870503691214,37624.68056711285,37625.35945069113,37472.59426217749,-160.0,-16.468149105985503,-147.52360987150678,-120.40339310970376,-47.27061549035716
32,37648.0,37371.8091038541,37623.31941905267,37517.635782927,37418.953359796,-240.0,-22.798539859817538,-238.87814909295776,-172.9057763006349,-65.09323439168656
33,37120.0,37346.27342397158,37146.92426892694,37279.54789808986,37342.407793394115,-240.0,-27.277253613363428,-227.65970919493338,-158.31393579220457,-65.42517673218026
34,37168.0,37317.254596627376,37168.0000006628,37201.00791134259,37288.10300633164,48.0,-29.761654863188596,21.07573504987522,-62.036031075982464,-48.29963674589089
35,37216.0,37286.7501142452,37189.07573902669,37155.4758359379,37245.80851990233,-168.0,-30.35743754226496,-143.18331545877663,-75.79415743573918,-40.80406043419134
36,36832.0,37256.539721542846,36881.63336974525,37049.41959647111,37206.49488546326,-40.0,-29.36268079526417,-26.53786069112175,2.653558768768562,-20.588890165912744
37,37136.0,37228.024752654674,37136.000017644445,37160.782953475435,37204.63073957051,352.0,-27.185910436572158,302.3666168342679,123.75483374204123,1.5673910857767623
38,37536.0,37202.1679006697,37486.366603413786,37296.92926395519,37209.629667634814,-8.0,-24.25545912040252,8.340281529057393,16.61094245735876,-11.319588553957146
39,37120.0,37179.51383441387,37152.68058070256,37194.00483839015,37181.991562462594,-136.0,-20.947087086427928,-127.52358951004499,-65.92200636996859,-24.53852704908786
40,37264.0,37160.273726496845,37231.319424393696,37165.085251215256,37160.55261353664,-144.0,-17.534356641379418,-135.52359940320457,-78.37696156726452,-26.61131824912809
41,36832.0,37144.44512113111,36881.63338189615,37037.25091525562,37128.76892596434,-8.0,-14.179442138807644,-14.338526451276266,-25.208878331824963,-16.945241274079308
42,37248.0,37131.91484221923,37202.64237149114,37114.667494551606,37126.66213098848,64.0,-10.955148061260843,57.7998055479984,10.750326571782352,-8.173688426435547
43,36960.0,37122.53482500859,36997.23299299215,37058.75156839919,37112.42154911147,-24.0,-7.880065464938525,-19.24441353826478,-6.540141952820704,-6.61950442144007
44,37200.0,37116.15471128935,37164.153544414614,37101.587210645965,37113.4231221456,-8.0,-4.957101914598752,-12.311726504478429,-6.370752430244465,-3.3272708585864166
45,36944.0,37112.62062117939,36972.60953998319,37046.0100635387,37105.76700739429,-72.0,-2.2082654626537987,-48.496304515465454,-4.572115337919968,0.43223561840932234
46,37056.0,37111.738180364046,37067.16093538368,37092.442979970125,37114.28759338242,184.0,0.30761318916120217,150.35607231889298,64.65440641649184,11.43496565724854
47,37312.0,37113.23584755771,37273.321684620976,37175.31887637168,37128.63693870879,8.0,2.500796741718659,12.769172342192178,14.53533458739912,5.181192261807155
48,37072.0,37116.73977384748,37092.69928006807,37121.51364914492,37124.64997790603,-96.0,4.263389041308983,-77.12600421256502,-29.048402654294478,-1.3544619074527873
49,37120.0,37121.76262564033,37119.069676195846,37117.22207106309,37125.928014893885,40.0,5.4888720526505494,21.71877710701301,-5.680542550282553,1.5744377325427195
50,37152.0,37127.717517952784,37136.13683428209,37110.15256404436,37127.79885337112,-72.0,6.095102100069198,-62.24867050326429,-27.99322499655682,0.6607811457906791
51,36976.0,37133.95282984047,36994.57233518932,37061.23562106998,37127.24957718547,-64.0,6.049902544233191,-48.70282314619908,-6.299132439391542,7.013202673620981
52,37024.0,37139.81732304125,37038.731187989695,37097.554299165575,37141.82525871836,128.0,5.388654496691743,117.81479274883895,73.09582767838583,20.4669444688152
53,37232.0,37144.73013883385,37230.201920686995,37207.42727642675,37168.1834661231,208.0,4.218611721007619,182.48033613226653,97.58661547455267,23.16738071088548
54,37440.0,37148.254546483266,37403.69186025423,37292.72753011468,37188.16002014013,-16.0,2.7062322064157343,-8.050759161644237,11.66401874526855,7.384555024043948
55,37200.0,37150.142603246684,37214.10040236371,37230.75531391729,37182.952576171185,-144.0,1.0650266169250244,-119.08944607199373,-46.594559238743386,-6.05981516038446
56,37152.0,37150.384599717116,37165.51296811024,37199.53841163719,37176.04038981936,32.0,-0.46703388706373516,18.977406297755806,-7.447696461502346,-5.710166860855679
57,37264.0,37149.20853547256,37252.05521495922,37215.859920994284,37171.53224244947,40.0,-1.6655500795677654,26.81832164507432,-7.748530145763652,-9.131535247419379
58,37232.0,37147.05349955798,37219.14961140039,37184.041351345666,37157.77731932452,-112.0,-2.352823805715161,-97.15754655687488,-55.79789397578497,-17.466057158719195
59,37040.0,37144.50288786113,37057.74012184547,37104.264133042714,37136.600128132035,-80.0,-2.42252989940971,-72.70888032757648,-47.645151781594905,-16.347184785889112
60,37072.0,37142.20843975916,37073.73185074524,37088.751047782476,37125.082949752745,40.0,-1.8506587466836208,24.650982625949837,-7.137561368996103,-8.863030891650851
61,37120.0,37140.80157036776,37107.04208709737,37089.98901030472,37118.87406634873,-40.0,-0.6942766001338896,-31.479328161014564,-13.767532325397042,-6.265180086575128
62,36992.0,37140.81988655889,37010.77319442321,37061.21598313168,37112.552589579594,-8.0,0.9096001602883916,-2.402920558120968,5.834964392804977,-0.29384729015873745
63,37104.0,37142.620770688336,37102.23624598113,37101.65893909033,37118.286371768416,96.0,2.768917668305221,82.64428146353748,39.272425503811974,6.448100777241052
64,37184.0,37146.3577218955,37176.06175735028,37139.760834139306,37125.44879113408,40.0,4.660657138527313,34.13429812058894,15.982312118627306,4.2348589223620365
65,37184.0,37151.94208496539,37170.504842222304,37133.62356332759,37126.75608961314,-88.0,6.353007745201467,-73.03270401647023,-31.32548914792642,-1.554897040277865
