distance,Raw,Median+Gaussian,Huber MRF lambda=0.1,Huber MRF lambda=1,Huber MRF lambda=10,derivative:Raw,derivative:Median+Gaussian,derivative:Huber MRF lambda=0.1,derivative:Huber MRF lambda=1,derivative:Huber MRF lambda=10
0,33024.0,34465.32820155842,33017.50342778642,33017.934717866745,33548.26114328727,-80.0,127.90387011592247,-64.96572213585023,-6.065282133255096,52.42611432872218
1,32944.0,34593.23207167434,32952.53770565057,33011.86943573349,33600.687257615995,-32.0,189.38733464914912,-22.27719388303376,27.86943573348981,85.26047720952556
2,32960.0,34844.10287085672,32972.94904002035,33073.673589333725,33718.782097706324,80.0,307.43525297453016,85.15653447152363,118.64094826710061,156.03394497564295
3,33104.0,35208.1025776234,33122.850774593615,33249.15133226769,33912.75514756728,296.0,413.26112331717377,289.5254801244373,248.0534090678084,234.41080723932464
4,33552.0,35670.625117491065,33552.000000269225,33569.78040746934,34187.60371218497,824.0,502.303671029651,814.5746126701633,751.4243340403373,419.62662293282847
5,34752.0,36212.709919682704,34751.99999993394,34752.000000348366,34752.00839343294,1320.0,570.6232087107746,1319.9999998731219,1311.1097943276836,1002.1954517714148
6,36192.0,36811.871534912614,36192.00000001547,36191.99999612471,36191.9946157278,1248.0,615.3319384489914,1248.0000000239997,1248.0000096367512,1247.997427495553
7,37248.0,37443.37379658069,37247.99999998194,37248.00001962187,37248.003248424044,1320.0,635.0204602619015,1320.000000077398,1319.9999344199387,1320.002203553122
8,38832.0,38081.91245543642,38832.000000170265,38831.999864964586,38831.99902283405,1648.0,630.0611144282011,1647.999999010277,1648.0005365224497,1587.1416396756758
9,40544.0,38703.49602543709,40543.999998002495,40544.00109266677,40422.286527775395,1064.0,602.7053239762208,1064.0000018535866,1063.9993927484902,958.2628107984783
10,40960.0,39287.32310338886,40960.00000387744,40959.998650461566,40748.524644431,608.0,556.881254029995,607.9999971792604,557.089549648761,315.6643488771588
11,41760.0,39817.25853349708,41759.999992361016,41658.18019196429,41053.61522552971,656.0,497.7554927456549,622.1590544312421,467.38542016294014,269.77134237519203
