distance,Raw,Median+Gaussian,Huber MRF lambda=0.1,Huber MRF lambda=1,Huber MRF lambda=10,derivative:Raw,derivative:Median+Gaussian,derivative:Huber MRF lambda=0.1,derivative:Huber MRF lambda=1,derivative:Huber MRF lambda=10
0,32976.0,34168.88563533181,32978.89941438747,33002.70896791095,33511.65956444209,32.0,119.3422683093304,28.99414387473371,26.70896791094856,53.565956444210315
1,33008.0,34288.22790364114,33007.89355826221,33029.4179358219,33565.2255208863,32.0,177.67229819506247,28.461935185740003,37.417935821900755,81.42723248852417
2,33040.0,34524.23023172194,33035.82328475895,33077.54483955475,33674.51402941914,-8.0,291.4877656239696,7.046150291494996,66.89932351022435,141.0142100037956
3,32992.0,34871.20343488908,33021.9858588452,33163.216582842346,33847.25394089389,128.0,397.86521409976194,136.09186831223633,171.28003470876865,215.50260851944768
4,33296.0,35319.96065992146,33308.007021383426,33420.10490897229,34105.51924645803,392.0,493.093157808471,377.00707075266473,318.94078061608525,298.741267887046
5,33776.0,35857.38975050602,33776.00000035053,33801.098144074516,34444.73647666798,920.0,573.1999006106962,913.9964892639036,857.9475455225911,515.2448987012212
6,35136.0,36466.36046114285,35135.99999991123,35136.00000001747,35136.009043860475,1312.0,634.396545439784,1311.9999998379426,1299.4509279421545,977.628553588147
7,36400.0,37126.18284138559,36400.00000002641,36399.999999958825,36399.993583844276,1304.0,673.6640821241053,1304.0000000243745,1304.0000000278742,1303.997190140286
8,37744.0,37813.68862539106,37743.99999995998,37744.00000007322,37744.00342414105,1400.0,689.3345257593646,1400.0000001511216,1399.9999999605716,1400.0025556138316
9,39200.0,38504.85189290432,39200.000000328655,39199.99999987997,39199.99869507194,1616.0,681.5016208458765,1615.9999982713416,1616.0000000901055,1539.8599407099791
10,40976.0,39176.691867082816,40975.999996502665,40976.00000025343,40823.723305561005,1256.0,652.1745208576613,1256.0000064464002,1249.6877883569978,1007.294146806842
11,41712.0,39809.20093461964,41712.000013221455,41699.375576593964,41214.58698868562,608.0,605.0878389709324,607.9999915441258,558.4212661470701,365.9930325589012
12,42192.0,40386.86754502468,42191.99997959092,42092.84253254757,41555.70937067881,480.0,545.2464974795621,448.66990657598217,343.88822222739327,309.30785052712235
13,42672.0,40899.69392957877,42609.33982637342,42387.15202104875,41833.20268973987,80.0,478.2764434903802,98.41469290376699,151.88549902555314,235.55345354805468
14,42352.0,41343.42043200544,42388.82936539845,42396.613530598675,42026.81627777492,-40.0,409.69288409586443,-36.36363398271351,31.768274849266163,177.3544019237961
15,42592.0,41719.079697770496,42536.61255840799,42450.68857074728,42187.91149358746,-160.0,344.25883392248943,-137.805556899355,-16.58067447774738,140.89079049191423
16,42032.0,42031.93809985042,42113.21825159974,42363.45218164318,42308.597858758745,104.0,285.54011902066486,108.00644329794522,78.48970171748442,134.5162581092227
17,42800.0,42290.159935811826,42752.62544500388,42607.66797418225,42456.944009805906,320.0,235.6880033522575,285.876468264938,148.04977963020065,131.19335153745487
18,42672.0,42503.314106554935,42684.97118812962,42659.55174090358,42570.984561833655,-8.0,195.42974786029663,-2.798316226188035,45.65963717312479,108.98978011943473
19,42784.0,42681.01943153242,42747.02881255151,42698.9872485285,42674.923570044775,-152.0,164.2659907788111,-122.79831282058149,-3.070868110833544,98.48518671335842
