distance,Raw,Median+Gaussian,Huber MRF lambda=0.1,Huber MRF lambda=1,Huber MRF lambda=10,derivative:Raw,derivative:Median+Gaussian,derivative:Huber MRF lambda=0.1,derivative:Huber MRF lambda=1,derivative:Huber MRF lambda=10
0,32928.0,34159.094493361226,32930.30595188745,32947.77328593316,33485.723690308456,32.0,118.8866581235634,23.059518874513742,19.77328593315906,55.772369030848495
1,32960.0,34277.98115148479,32953.365470761964,32967.54657186632,33541.496059339304,-16.0,176.68524411488033,-10.113127315682505,23.546571866318118,84.84717199781153
2,32896.0,34512.46498159099,32910.079697256086,32994.866429665795,33655.41803430408,16.0,288.8737313350175,27.112712774553074,76.75307263237482,151.89287667997996
3,32992.0,34855.728614154825,33007.59089631107,33121.05271713107,33845.281812699264,176.0,392.31659223064344,175.46568061029393,190.71264603080635,232.5278690301493
4,33248.0,35297.098166052274,33261.01105847667,33376.29172172741,34120.47377236438,640.0,483.0532925429725,632.204551855255,575.473671821117,318.8156482833292
5,34272.0,35821.83519924077,34272.00000002158,34272.0000607733,34482.91310926592,888.0,557.1002027224677,881.4944707511677,823.8541096128538,451.7639287759739
6,35024.0,36411.29857149721,35023.99999997901,35023.999940953116,35024.001629916325,920.0,610.9106291212665,919.9999999928259,919.9999811195994,814.5430293323479
7,36112.0,37043.6564574833,36112.00000000723,36112.0000230125,36111.99916793062,1400.0,641.9353884034099,1400.000000013224,1400.000027170303,1399.9993383660621
8,37824.0,37695.16934830403,37824.00000000546,37823.99999529372,37824.00030664845,1936.0,649.1206094817026,1935.9999999559113,1935.9999889430328,1936.000203835767
9,39984.0,38341.89767644671,39983.999999919055,39984.000000898566,39983.99957560215,1632.0,633.2456064375838,1624.6862190894135,1601.475277184716,1365.8236726188588
10,41088.0,38961.6605611792,41073.372438184284,41026.950549663154,40555.64765188617,656.0,596.9666262453975,663.3137831818603,682.7159228413439,450.971778655261
11,41296.0,39535.8309289375,41310.627566282776,41349.431846581254,40885.943132912675,392.0,544.5134026012311,399.31377527475706,349.1972202087236,309.7926376721407
12,41872.0,40050.68736638166,41871.9999887338,41725.3449900806,41175.23292723045,568.0,481.15001226661116,522.3331466861455,302.58563853964733,254.45144067929868
13,42432.0,40498.130953470725,42355.29385965507,41954.60312366055,41394.84601427127,-296.0,412.507567190416,-257.64692154708973,-9.44030458978159,167.7553877543869
14,41280.0,40875.70250076249,41356.70614563962,41706.46438090104,41510.74370273922,-216.0,343.8942416273276,-196.77236363720658,-34.906552308988466,127.43487360491054
15,42000.0,41185.91943672538,41961.74913238065,41884.79001904257,41649.71576148109,336.0,279.7112750472479,303.0325208793329,120.72064766282347,121.4578468159234
16,41952.0,41435.12505085699,41962.771187398284,41947.905676226685,41753.65939637107,48.0,223.05724516791088,54.877992009063746,61.06849529744795,94.02660470853516
17,42096.0,41632.0339270612,42071.50511639878,42006.92700963747,41837.76897089816,-24.0,175.60303482712334,-13.740489005587733,14.484838229520392,71.19802307199643
18,41904.0,41786.33112051123,41935.29020938711,41976.875352685725,41896.05544251506,32.0,137.67892292119723,20.23613992386163,6.386019391124137,57.8892437426548
19,42160.0,41907.3917729036,42111.977396246504,42019.699048419716,41953.54745838347,-72.0,108.49453462889869,-63.42583190806181,-27.326780056158896,47.16938878758447
