distance,Raw,Median+Gaussian,Huber MRF lambda=0.1,Huber MRF lambda=1,Huber MRF lambda=10,derivative:Raw,derivative:Median+Gaussian,derivative:Huber MRF lambda=0.1,derivative:Huber MRF lambda=1,derivative:Huber MRF lambda=10
0,32912.0,33493.25627210744,32911.836644153314,32918.21338557545,33222.015076576245,0.0,59.5202348042294,-1.633558466885006,6.213385575450957,31.001507657623733
1,32912.0,33552.77650691167,32910.20308568643,32924.4267711509,33253.01658423387,-16.0,88.60655104896796,-10.618130034745263,12.426771150898276,48.052336869313876
2,32880.0,33670.46937420538,32890.600384083824,32943.06692787725,33318.11975031487,32.0,145.34047763029594,33.399218816510256,50.17362066496935,87.00915359675128
3,32976.0,33843.457462172264,32977.00152331945,33024.77401248084,33427.03489142737,88.0,198.31595975211894,91.40875583288653,106.09409084401341,131.4668856838689
4,33056.0,34067.10129370962,33073.4178957496,33155.255109565274,33581.05352168261,184.0,245.66433618147494,183.50585117812807,180.10865186707088,180.27130633936758
5,33344.0,34334.786134535214,33344.013225675706,33384.99131621498,33787.577504106106,392.0,285.3937780667002,383.2910520751102,342.37250312363904,228.7028576287994
6,33840.0,34637.88884984302,33839.99999989982,33840.00011581255,34038.45923694021,584.0,315.61785269721076,583.9933871955291,563.5043039408229,362.20979103971695
7,34512.0,34966.021839929635,34512.000000066764,34511.99992409663,34511.99708618554,744.0,334.8511717411202,744.0000000242217,743.99995736442,644.7741445148094
8,35328.0,35307.59119332526,35327.99999994826,35328.00003054139,35328.00752596983,856.0,342.30005536891986,856.0000000327491,856.0000334135693,855.9937741365102
9,36224.0,35650.621950667475,36224.00000013226,36223.99999092377,36223.98463445856,800.0,338.0601661203182,799.9999998335079,795.5579880689911,641.4113264195439
10,36928.0,35983.711525565894,36927.99999961528,36919.116006679375,36610.830178808916,520.0,323.17316562734777,513.3202337444745,478.47980333700616,312.92757171038465
11,37264.0,36296.96828192217,37250.64046762121,37180.95959759778,36849.83977787933,224.0,299.5226854678622,229.88636376249633,220.32338971729405,218.301587964379
12,37376.0,36582.75689650162,37387.77272714027,37359.76278611396,37047.433354737674,208.0,269.58346362422526,195.99589522041424,170.6845815731649,181.16524459522407
13,37680.0,36836.13520917062,37642.63225806204,37522.32876074411,37212.17026706978,72.0,236.09925609247512,68.02082123195942,83.7303550022043,141.34542568559846
14,37520.0,37054.95540868657,37523.81436960419,37527.22349611837,37330.12420610887,-136.0,201.73589704992628,-99.74604043689396,8.506483433444373,108.46014934453342
15,37408.0,37239.607003270474,37443.14017718825,37539.341727611,37429.090565758845,120.0,168.78394227653916,107.61221195221151,77.78909529812154,100.020887937917
16,37760.0,37392.52329323965,37739.03879350861,37682.801686714614,37530.165981984705,200.0,138.95858511675033,178.50706543652632,104.86080246092752,89.58371532509773
17,37808.0,37517.524173503974,37800.154308061305,37749.06333253285,37608.25799640904,16.0,113.309955263343,21.887054859213094,36.79331208466465,68.1049142447846
18,37792.0,37619.14320376633,37782.81290322704,37756.38831088394,37666.375810474274,-72.0,92.24064747456941,-63.27688869906706,-10.48086620693357,51.83660458894519
19,37664.0,37702.00546845311,37673.60053066317,37728.101600118986,37711.93120558693,-80.0,75.59968262673647,-61.209719247992325,3.7640892945346422,47.95195539200722
