distance,Raw,Median+Gaussian,Huber MRF lambda=0.1,Huber MRF lambda=1,Huber MRF lambda=10,derivative:Raw,derivative:Median+Gaussian,derivative:Huber MRF lambda=0.1,derivative:Huber MRF lambda=1,derivative:Huber MRF lambda=10
0,33040.0,34108.65004686333,33033.03442979618,33019.21763303167,33453.13141365872,-80.0,116.57232283442863,-69.65570203820243,-20.78236696832755,41.31314136587753
1,32960.0,34225.22236969776,32963.378727757976,32998.435266063345,33494.444555024595,-64.0,173.56213798517274,-52.76206324834857,-1.5647339366587403,68.03536911710398
2,32912.0,34455.77432283368,32927.51030329948,33016.088165158355,33589.202151892925,40.0,284.78983027962386,41.68309203891113,69.69698167419119,128.6177044629767
3,33040.0,34794.80203025701,33046.7449118358,33137.82922941173,33751.67996395055,152.0,388.7943854531659,152.95916771531483,170.65567895923232,198.06181025515252
4,33216.0,35233.36309374001,33233.42863873011,33357.39952307682,33985.32577240323,376.0,481.9329108142192,372.627544127703,327.0855903269221,272.1120970728407
5,33792.0,35758.667851885446,33792.000000091204,33792.00041006557,34295.90415809623,824.0,560.2999296450507,815.2856806168602,753.300168095051,439.34726779646735
6,34864.0,36353.96295303011,34863.99999996383,34863.99985926692,34864.020307996165,1200.0,620.1662141168817,1199.999999959895,1199.9998122544312,948.0426583991939
7,36192.0,36999.00028011921,36192.000000010994,36192.000034574434,36191.98947489462,1384.0,658.579529523955,1384.000000011154,1384.0000683944672,1383.9925507670487
8,37632.0,37671.12201207802,37631.99999998614,37631.999996055856,37632.00540953026,1592.0,673.948911945412,1592.0000000596738,1591.9999730549316,1592.0016557908966
9,39376.0,38346.89810401003,39376.00000013034,39375.9999806843,39375.99278647641,1520.0,666.4497170306931,1519.9999995386497,1520.0000450946827,1520.0058454249483
10,40672.0,39004.021446139406,40671.99999906344,40672.00008624522,40672.01710038016,928.0,638.1687619990735,928.0000009603282,927.9999627854413,881.0285752247801
11,41232.0,39623.23562800818,41232.000002051,41231.99990625518,41138.04993692597,800.0,592.9131481316945,799.9999975485516,748.5046716990655,408.8045698343958
12,42272.0,40189.847742402795,42271.99999416054,42169.00942964335,41489.62624004895,800.0,535.680968008739,763.9029913545746,597.4945214604668,312.45761512542595
13,42832.0,40694.59756402566,42759.80598476015,42426.98894917611,41762.96516717682,-56.0,471.98521827796867,-38.66851069774202,55.47399412080995,219.8871854867175
14,42160.0,41133.81817895873,42194.66297276506,42279.95741788497,41929.400611022385,-328.0,407.10952065409947,-289.74168398635084,-87.0528223486508,154.9054743966808
15,42176.0,41508.81660533386,42180.322616787445,42252.88330447881,42072.776115970184,8.0,345.44822325962014,7.272727959600161,11.36753883324127,138.21431074630527
16,42176.0,41824.71462547797,42209.20842868426,42302.692495551455,42205.829232514996,232.0,290.08752745380843,209.79018673074097,113.15543884837098,134.5445781705639
17,42640.0,42088.991660241474,42599.90299024893,42479.19418217555,42341.86527231131,208.0,242.64073524522246,175.34728139666913,96.09877771187894,121.12930341187894
18,42592.0,42309.99609596842,42559.9029914776,42494.89005097521,42448.087839338754,-256.0,203.33973739512658,-201.23632414447275,-32.85910571273416,99.02695899438186
19,42128.0,42495.67113503173,42197.43034195998,42413.475970750085,42539.919190300076,-32.0,171.32276363951314,-14.569656956573453,61.323905149914935,112.42731047632333
20,42528.0,42652.641623247444,42530.76367756445,42617.53786127504,42672.9424602914,440.0,145.0327600839446,398.31744177033397,248.8308211624826,140.27039300589968
21,43008.0,42785.73665519962,42994.06522550065,42911.13761307505,42820.459976311875,360.0,122.63666024311533,342.461957095813,245.16855833752925,138.14051483606454
22,43248.0,42897.914943733675,43215.687591756076,43107.8749779501,42949.22348996353,40.0,102.3859798993144,60.060325035799906,126.67485385009786,113.82468814983076
23,43088.0,42990.508614998245,43114.18587557225,43164.487320775246,43048.10935261154,8.0,82.88329825508117,29.427661677436845,94.85600321276797,96.89133027858406
24,43264.0,43063.68154024384,43274.54291511095,43297.58698437564,43143.0061505207,240.0,63.22954408561054,213.07161509343132,149.89315578821333,88.84710543519759
25,43568.0,43116.96770316947,43540.32910575911,43464.27363235167,43225.80356348193,120.0,43.0718749842672,127.43171944373171,114.82346415187203,65.68759113532724
26,43504.0,43149.82529021237,43529.40635399841,43527.23391267938,43274.38133279135,128.0,22.568882403960743,116.10901823136373,74.57723666740276,37.09683594899252
27,43824.0,43162.10546797739,43772.54714222184,43613.42810568648,43299.99723537992,0.0,2.2844873477988585,-14.123500667359622,-19.091754149667395,-0.584235642443673
28,43504.0,43154.39426490797,43501.15935266369,43489.05040438005,43273.212861506465,-344.0,-16.95508107058413,-285.59102623969375,-131.85249911640494,-38.323730798125325
