Distance,Intensity,Derivative
0,7673.985978977704,452.27128395529326
1,8126.257262932997,663.6984619713567
2,9001.382902920417,1058.3991726436716
3,10243.05560822034,1385.820481408452
4,11773.023865737321,1627.5179556348367
5,13498.091519490014,1772.791057304953
6,15318.605980347227,1819.7013069810519
7,17137.494133452117,1775.0634038017888
8,18868.732787950805,1653.3045101497792
9,20444.103153751676,1474.3023689599595
10,21817.337525870724,1260.53859015134
11,22965.180334054356,1034.0995877159567
12,23885.536701302637,814.0977638434524
13,24593.37586174126,614.8512672635115
14,25115.23923582966,445.12339854207676
15,25483.622658825414,308.381944534347
16,25732.003124898354,203.8070535214756
17,25891.236765868365,127.68075549264358
18,25987.36463588364,74.79444211898408
19,26040.825650106333,39.651035024406156
20,26066.666705932454,17.284007077783826
21,26075.3936642619,3.7149059701769147
22,26074.096517872807,-3.9279193025613495
23,26067.53782565678,-7.534471880760975
24,26059.027574111286,-8.252275370186908
25,26051.033274916404,-6.730706465108597
26,26045.56616118107,-3.36083587651774
27,26044.31160316337,1.5523299232518184
28,26048.670821027572,7.648831528698793
29,26059.609266220767,14.460497649555691
30,26077.591816326683,21.44037696020314
31,26102.490020141173,28.03267809065619
32,26133.657172507996,33.76608363799096
33,26170.022187417155,38.29568834489328
34,26210.248549197782,41.48057396037075
35,26252.983335337896,43.39085983270343
36,26297.03026886319,44.269659660421894
37,26341.52265465874,44.477447059425685
38,26385.98516298204,44.39227086066785
39,26430.307196380076,44.31635796953924
40,26474.61787892112,44.41516914955173
41,26519.13753467918,44.69159417350238
42,26564.001067268124,45.00444868346858
43,26609.146432046116,45.1220078954193
44,26654.245083058962,44.79004634437479
45,26698.726524734866,43.80931172915189
46,26741.863706517266,42.081937251341515
47,26782.89039923755,39.63603849102583
48,26821.135783499318,36.62044350230644
49,26856.131286242162,33.27126038329516
50,26887.678304265908,29.880617926757623
51,26915.892522095677,26.741749776367215
52,26941.161803818643,24.113930583982437
53,26964.120383263642,22.205362350945506
54,26985.572528520534,21.15388256883307
55,27006.428148401308,21.027344388874553
56,27027.627217298283,21.81032744109507
57,27050.0488032835,23.407942378185908
58,27074.443102054654,25.650522253323288
59,27101.349847790145,28.293661645124303
60,27131.030425344903,31.037461557411007
61,27163.424770904967,33.5451900339267
62,27198.120805412756,35.48785396423227
63,27234.40047883343,36.59355826074534
64,27271.307921934247,36.6897542936058
65,27307.779987420643,35.73629472483117
66,27342.78051138391,33.829341262129674
67,27375.438669944902,31.18504594539445
68,27405.1506032747,28.10348583103587
69,27431.645641606974,24.918947873589786
70,27454.988499021878,21.939910549112028
71,27475.525462705198,19.398501663883508
72,27493.785502349645,17.416886699742463
73,27510.359236104683,15.996571413063066
74,27525.77864517577,15.01205835512701
75,27540.383352814937,14.244386680908065
76,27554.267418537587,13.439378436802144
77,27567.26210968854,12.349952489325005
78,27578.967323516237,10.79082618661414
79,27588.84376206177,8.692625830150064
80,27596.352575176537,6.12881170124092
81,27601.10138546425,3.303968515379893
82,27602.960512207297,0.5178704576046584
83,27602.13712637946,-1.8940017983659345
84,27599.172508610565,-3.6227254157547577
85,27594.89167554795,-4.436839798661822
86,27590.29882901324,-4.219797094654496
87,27586.452081358642,-2.9598807182210294
88,27584.3790675768,-0.7146759522402135
89,27585.022729454162,2.4167870776836935
90,27589.212641732167,6.3190963406377705
91,27597.660922135437,10.875700257389326
92,27610.964042246946,15.95315039527486
93,27629.567222925987,21.36914617217917
94,27653.702334591304,26.86983583120127
95,27683.30689458839,32.124848557217774
96,27717.95203170574,36.75224779018936
97,27756.81139016877,40.36791779993291
98,27798.687867305605,42.65417929441355
99,27842.119748757596,43.4191851318119
100,27885.52623756923,42.63319775962009
101,27927.386144276836,40.42963736576348
102,27966.385512300756,37.08309992084469
103,28001.552344118525,32.953840565143764
104,28032.293193431044,28.418621678581985
105,28058.38958747569,23.820035228196502
106,28079.933263887437,19.43424356748983
107,28097.25807461067,15.455592502021318
108,28110.84444889148,11.996172758472312
109,28121.250420127613,9.109216723614736
110,28129.06288233871,6.81762046640506
111,28134.885661060423,5.134699810649181
112,28139.332281960007,4.078953213707791
113,28143.04356748784,3.6759118194313487
114,28146.68410559887,3.947291333843168
115,28150.938150155525,4.896463182376465
116,28156.477031963623,6.48050250354936
117,28163.899155162624,8.595481644986648
118,28173.667995253596,11.07455113596734
119,28186.04825743456,13.702400847801982
120,28201.0727969492,16.242490012908092
121,28218.533237460375,18.467235606905888
122,28238.00726816301,20.212156918611072
123,28258.957551297597,21.401699503679993
124,28280.81066717037,22.049320464273478
125,28303.056192226144,22.253426352217502
126,28325.317519874807,22.159571939393572
127,28347.37533610493,21.9278480665198
128,28369.173216007846,21.691670704316493
129,28390.758677513564,21.5262902624072
130,28412.22579653266,21.45459864856639
131,28433.667874810697,21.45756426154003
132,28455.14092505574,21.489212945829422
133,28476.646300702356,21.503566473063984
134,28498.14805800187,21.470240037393523
135,28519.586780777143,21.378564873120922
136,28540.90518774811,21.231582498228818
137,28562.0499457736,21.03267737603892
138,28582.97054250019,20.780470747180516
139,28603.61088726796,20.455352252225566
140,28623.88124700464,20.02654585206983
141,28643.6639789721,19.470191873848307
142,28662.821630752336,18.77859820921003
143,28681.22117539052,17.971702350085252
144,28698.765035452507,17.104123546401752
145,28715.429422483325,16.26186170645815
146,28731.288758865423,15.54450961976363
147,28746.518441722852,15.04571808039691
148,28761.380195026217,14.825978361714078
149,28776.17039844628,14.893948383962197
150,28791.16809179414,15.197417065926857
151,28806.565232578134,15.620003583124344
152,28822.40809896039,15.996867038145865
153,28838.558966654426,16.149478284089128
154,28854.707055528568,15.929328765047103
155,28870.41762418452,15.243626162780856
156,28885.19430785413,14.094023950907285
157,28898.605672086334,12.595632575983473
158,28910.385573006097,10.956665243200405
159,28920.519002572735,9.446641452905169
160,28929.278855911907,8.340058095029235
161,28937.199118762794,7.8525846363081655
162,28944.984025184523,8.096001087174955
163,28953.391120937144,9.037308279988792
164,28963.0586417445,10.514727572413904
165,28974.42057608197,12.281238452122125
166,28987.621118648745,14.051447019703119
167,29002.523470121378,15.569779220344572
168,29018.760677089434,16.665645883198522
169,29035.854761887775,17.278622082214497
170,29053.317921253863,17.433397650369443
171,29070.721557188514,17.221039382739036
172,29087.76000001934,16.75839284580252
173,29104.23834288012,16.14784773708743
174,29120.055695493516,15.452202061836942
175,29135.142747003792,14.694571810287016
176,29149.44483911409,13.875752514106352
177,29162.894252032005,12.98684504857738
178,29175.418529211245,12.032196097154156
179,29186.958644226313,11.044928569599506
180,29197.508386350444,10.098089565113696
181,29207.15482335654,9.303762752786497
182,29216.115911856017,8.813415159973374
183,29224.781653676488,8.804108890966745
184,29233.72412963795,9.447956802723638
185,29243.677567281935,10.8710879732389
186,29255.46630558443,13.103991275445878
187,29269.885549832827,16.0326477120052
188,29287.53160100844,19.37748557861778
189,29308.640520990062,22.713486268461565
190,29332.958573545362,25.51896492947708
191,29359.678450849016,27.270028873515912
192,29387.498631292394,27.546757056059505
193,29414.771964961135,26.127027932447163
194,29439.752687157288,23.040391090356934
195,29460.85274714185,18.575886659926255
196,29476.90446047714,13.241577673259599
197,29487.33590248837,7.660563446486776
198,29492.225587370114,2.462061381122112
199,29492.260025250613,-1.8150514768676658
200,29488.59548441638,-4.800969189884199
201,29482.658086870844,-6.331155641382793
202,29475.933173133613,-6.437794535117064
203,29469.78249780061,-5.313221667634934
204,29465.306729798343,-3.2554698979784007
205,29463.271558004653,-0.6081643369143421
206,29464.090401124515,2.294087311394833
207,29467.859732627443,5.1686070396935975
208,29474.427615203902,7.809237578925604
209,29483.478207785294,10.093914185694302
210,29494.61544357529,11.985237622047862
211,29507.44868302939,13.528210417787705
212,29521.671864410866,14.813500749320156
213,29537.07568452803,15.94855275113332
214,29553.568969913133,17.037208816364
215,29571.15010216076,18.146277807916704
216,29589.861525528966,19.272283800344667
217,29609.694669761448,20.33506656030113
218,29630.53165864957,21.19459332351471
219,29652.083856408477,21.67028039482466
220,29673.872219439218,21.59084815873939
221,29695.265552725956,20.84648392804229
222,29715.565187295302,19.429671698697348
223,29734.12489612335,17.462043237737817
224,29750.489273770778,15.202463644860472
225,29764.52982341307,13.003115778210486
226,29776.4955053272,11.249831881297723
227,29787.029487175667,10.290335740068258
228,29797.076176807335,10.340187126896126
229,29807.70986142946,11.429831626403029
230,29819.93584006014,13.391974987454887
231,29834.49381140437,15.881829921931057
232,29851.699499904003,18.439608606886395
233,29871.37302861814,20.586091116309035
234,29892.87168213662,21.91603069818848
235,29915.20509001452,22.177263654857597
236,29937.226209446337,21.31679745341171
237,29957.838684921342,19.487446726889175
238,29976.201102900115,17.01269869909629
239,29991.864082319535,14.318647606038212
240,30004.83839811219,11.848862433585964
241,30015.561807186707,9.977483586731978
242,30024.793365285655,8.948166788519302
243,30033.458140763745,8.836824137471922
244,30042.4670135606,9.542708011085779
245,30052.543556785917,10.822636180570044
246,30064.11228592174,12.359487786885438
247,30077.262532359688,13.811848003881096
248,30091.7359819295,14.88529692004704
249,30107.03312619978,15.403830013858169
250,30122.543641957218,15.312362205468162
251,30137.657850610718,14.678819563223442
252,30151.901281083665,13.672720542290335
253,30165.0032916953,12.51185251651259
254,30176.92498611669,11.418251543445876
255,30187.83979478219,10.582150155314594
256,30198.08928642732,10.13807264861498
257,30208.11594007942,10.156702655782283
