Distance,Intensity,Derivative
0,7311.549975975037,425.36671332005244
1,7736.91668929509,624.7264795170745
2,8561.002935009186,997.8260138007058
3,9732.568716896501,1309.4433958775253
4,11179.889726764237,1542.0955112142556
5,12816.759739325013,1685.0423421977748
6,14549.974411159787,1735.439122220455
7,16287.637983765922,1698.6191396088525
8,17947.21269037749,1587.2760282134604
9,19462.190040192843,1419.672600167858
10,20786.557890713208,1217.0051984123857
11,21896.200437017615,1000.5066947408814
12,22787.57128019497,788.8727485087275
13,23473.94593403507,596.338305640129
14,23980.24789147523,431.8010517981038
15,24337.548037631277,298.96890982742843
16,24578.185711130085,197.3012057513879
17,24732.150449134053,123.35385894212595
18,24824.893429014337,72.18710948112857
19,24876.52466809631,38.54945668320033
20,24901.992342380738,17.688889629725963
21,24911.902447355762,5.787329906299419
22,24913.567002193337,0.039176291838884936
23,24911.98079993944,-1.4915631428957568
24,24910.583875907545,-0.10873564823668858
25,24911.763328642966,3.2886715037766407
26,24917.1612189151,8.007695099335251
27,24927.778718841637,13.430494256053862
28,24944.022207427206,18.955067490323927
29,24965.688853822285,23.973543232905286
30,24991.969293893017,27.9367431281662
31,25021.562340078617,30.44534242498048
32,25052.859978742978,31.325409520732137
33,25084.21315912008,30.631619613446674
34,25114.12321796987,28.671536347308574
35,25141.5562318147,25.973227537851926
36,25166.069673045575,23.14252459947238
37,25187.841281013643,20.787331130586608
38,25207.644335306748,19.399879275992134
39,25226.641039565628,19.248780969242944
40,25246.141897245234,20.361588865222075
41,25267.36421729607,22.531567227559208
42,25291.205031700352,25.396064719392598
43,25318.156346734857,28.53899682401243
44,25348.283025348377,31.58456824822315
45,25381.325483231303,34.298469492601726
46,25416.87996433358,36.622064788509306
47,25454.569612808322,38.66312161165115
48,25494.206207556883,40.63529826319427
49,25535.84020933471,42.761018636098015
50,25579.72824482908,45.163677453267155
51,25626.167564241245,47.78959013528038
52,25675.30742509964,50.37720120054291
53,25726.92196664233,52.48458457124616
54,25780.276594242132,53.586688632558435
55,25834.095343907447,53.19310239580773
56,25886.662799033747,50.985261081506906
57,25936.06586607046,46.92801688639884
58,25980.518832806545,41.30923420327781
59,26018.684334477017,34.70343458749812
60,26049.92570198154,27.887265429264517
61,26074.458865335546,21.684254243849864
62,26093.29421046924,16.805915516066307
63,26108.07069636768,13.748588302796634
64,26120.791387074834,12.69592791166724
65,26133.462552191013,13.512275862920433
66,26147.815938800675,15.79598048459411
67,26165.0545131602,18.9560231800333
68,26185.72798516074,22.321275308951954
69,26209.697063778105,25.23661263654685
70,26236.201210433836,27.150590745022782
71,26263.99824526815,27.68071115872408
72,26291.562632751284,26.65920325602019
73,26317.31665178019,24.155770593037232
74,26339.874173937358,20.47268678161163
75,26358.262025343414,16.118026172294776
76,26372.110226281948,11.730253716779771
77,26381.722532776974,7.9897728705982445
78,26388.089772023144,5.4976479970318906
79,26392.717828771038,4.646930455714028
80,26397.383632934572,5.56827694318963
81,26403.854382657417,8.086877640580497
82,26413.557388215733,11.753695187368066
83,26427.361773032153,15.947646737773539
84,26445.45268169128,20.01824007617506
85,26467.398253184503,23.414451288448618
86,26492.281584268178,25.7627805807424
87,26518.923814345988,26.943957232202592
88,26546.169498732583,27.042637410202587
89,26573.009089166393,26.263897707458455
90,26598.6972941475,24.85770245752974
91,26622.724494081453,23.043925600051807
92,26644.785145347603,20.95736097423287
93,26664.63921602992,18.64221830356837
94,26682.06958195474,16.136775587863667
95,26696.912767205646,13.511820937024822
96,26709.09322382879,10.907375167766077
97,26718.727517541178,8.578034859701802
98,26726.249293548193,6.851767750695217
99,26732.43105304257,6.043109402653499
100,26738.3355123535,6.381754482497854
101,26745.194562007564,7.927729286371687
102,26754.190970926244,10.526668633301597
103,26766.247899274167,13.824531687585477
104,26781.840034301415,17.313160998595777
105,26800.87422127136,20.434062442403956
106,26822.708159186222,22.678568724215438
107,26846.23135871979,23.689255297351338
108,26870.086669780925,23.319122933358813
109,26892.869604586507,21.65042749555687
110,26913.38752477204,18.98745383421192
111,26930.84451225493,15.789742809951349
112,26944.96701039194,12.599315292540268
113,26956.04314284001,9.950386925047496
114,26964.867784242037,8.288598662074946
115,26972.62034016416,7.9115269814719795
116,26980.69083820498,8.93160061670278
117,26990.483541397567,11.272500283968839
118,27003.23583877292,14.689454908710104
119,27019.862451214987,18.808983993814763
120,27040.853806760548,23.194766362865266
121,27066.251983940718,27.395146051771007
122,27095.64409886409,31.00883737609911
123,27128.269658692916,33.71853920958529
124,27163.08117728326,35.30683799062899
125,27198.883334674174,35.674229586467845
126,27234.429636456196,34.84161012463119
127,27268.566554923436,32.94080418134581
128,27300.311244818888,30.177297330939837
129,27328.921149585316,26.84410712887984
130,27353.999459076647,23.27719123222232
131,27375.47553204976,19.79773042873785
132,27393.594919934123,16.680085605194108
133,27408.83570326015,14.134988466696086
134,27421.864896867515,12.289269001716093
135,27433.41424126358,11.167422817386978
136,27444.19974250229,10.749117077635674
137,27454.912475418852,10.981258740090198
138,27466.16225998247,11.79101348344193
139,27478.494502385736,13.128414467490074
140,27492.41908891745,14.949688384038382
141,27508.393879153813,17.18729947085194
142,27526.793687859154,19.727192411541182
143,27547.848263976895,22.3934897373656
144,27571.580667333885,24.942370767823377
145,27597.733005512542,27.08196772014162
146,27625.744602774168,28.522868413474498
147,27654.77874233949,29.02633827997306
148,27683.797279334114,28.44872385524286
149,27711.676190049977,26.775142600896288
150,27737.347564535907,24.1178567338593
151,27759.911903517695,20.693170386784914
152,27778.733905309477,16.78347460720761
153,27793.47885273211,12.69701209491177
154,27804.1279294993,8.739122884468088
155,27810.957098501047,5.190047509206124
156,27814.508024517712,2.297434290358069
157,27815.551967081763,0.2716560210355965
158,27815.051336559784,-0.7197536980147561
159,27814.112459685733,-0.559782224432638
160,27813.93177211092,0.8017825028673542
161,27815.71602469147,3.323858409516106
162,27820.57948892995,6.86781499857716
163,27829.451654688623,11.18630659509654
164,27842.952102120144,15.94155545153626
165,27861.334765591695,20.734212043458683
166,27884.42052620706,25.129187473976344
167,27911.593140539648,28.699880362029944
168,27941.82028693112,31.073018923110794
169,27973.73917838587,31.956043633790614
170,28005.732374198702,31.16460459139489
171,28036.06838756866,28.661726768184963
172,28063.055827735072,24.56014196221622
173,28085.18867149309,19.125486475817524
174,28101.306800686707,12.765395165997688
175,28110.719461825087,5.989646961303151
176,28113.286094609313,-0.6395482284751779
177,28109.440365368137,-6.56619557637714
178,28100.15370345656,-11.2946319918683
179,28086.8511013844,-14.458733285091512
180,28071.236236886376,-15.847368477070631
181,28055.15636443026,-15.396219228514383
182,28040.443798429347,-13.202190942954985
183,28028.75198254435,-9.49349985779918
184,28021.45679871375,-4.597273635632519
185,28019.557435273084,1.0795974598931934
186,28023.615993633535,7.094672197303225
187,28033.74677966769,13.00237659258346
188,28049.620746818702,18.39654188042914
189,28070.53986342855,22.95563507769475
190,28095.53201697409,26.470294255970657
191,28123.48045194049,28.85832735812437
192,28153.24867169034,30.16122780587648
193,28183.802907552243,30.528759849652488
194,28214.306191389645,30.16450354050903
195,28244.13191463326,29.284199706775325
196,28272.874590803196,28.098786008064053
197,28300.32948664939,26.789802505092666
198,28326.45419581338,25.499816850760908
199,28351.32912035091,24.341634512011296
200,28375.137464837404,23.399220602697824
201,28398.127561556306,22.72502301275199
202,28420.587510862908,22.327434922051907
203,28442.78243140041,22.147619617806413
204,28464.88275009852,22.061050865642756
205,28486.904533131696,21.874422097160277
206,28508.63159429284,21.349854881162173
207,28529.60424289402,20.25913611044598
208,28549.149866513733,18.422269667427827
209,28566.448782228876,15.753799494827035
210,28580.657465503387,12.30178593630626
211,28591.052354101488,8.252281337652676
212,28597.162028178693,3.920181587642219
213,28598.892717276773,-0.27136380207412003
214,28596.619300574544,-3.847725739942689
215,28591.197265796887,-6.3458781455265125
216,28583.92754428349,-7.378980882909673
217,28576.439304031068,-6.70620283590506
218,28570.51513861168,-4.272677094535538
219,28567.893949841997,-0.24208548900060123
220,28570.03096763368,5.018168511613112
221,28577.930286865223,10.980498267790608
222,28591.99196416926,17.01480300076946
223,28611.959892866762,22.49067813599504
224,28636.97332044125,26.87018144167996
225,28665.700255750122,29.78169604679715
226,28696.536712534846,31.06698220866201
227,28727.834220167446,30.783044338757463
228,28758.10280121236,29.17469550759415
229,28786.183611182634,26.611288922174936
230,28811.32537905671,23.504346944146164
231,28833.192305070927,20.237297808265794
232,28851.799974673242,17.110161026299465
233,28867.412627123525,14.311112767225495
234,28880.422200207693,11.913593254676016
235,28891.239813632877,9.905054835529882
236,28900.232309878753,8.221307525094744
237,28907.682428683067,6.7783184881773195
238,28913.788946855107,5.518147316903196
239,28918.718723316873,4.4336682633183955
240,28922.656283381744,3.5676696478767553
241,28925.854062612627,3.003115981926385
242,28928.662515345597,2.8490486696755397
243,28931.552159951978,3.202027302239003
244,28935.066569950075,4.113765366846565
245,28939.77969068567,5.565868251518623
246,28946.198306453112,7.457797201564972
247,28954.6952850888,9.607992359478885
248,28965.41429117207,11.777181054860193
249,28978.24964719852,13.719271834390383
250,28992.85283484085,15.206826446015839
251,29008.663300090553,16.07218081402243
252,29024.997196468896,16.22710873192227
253,29041.117517554398,15.662796140182763
254,29056.32278874926,14.446076658085076
255,29070.009670870568,12.692768514978525
256,29081.70832577922,10.556814404731995
257,29091.12329968003,8.226157398719806
258,29098.160640576658,5.913025925810871
259,29102.949351531654,3.839199125250161
260,29105.83903882716,2.23485600694039
261,29107.419063545534,1.3182738575414987
262,29108.47558654224,1.2581245254114037
263,29109.935312596357,2.162042216044938
264,29112.79967097433,4.044783715262383
265,29118.024880026882,6.811572023470944
266,29126.422815021273,10.278153376664704
267,29138.58118678021,14.198589176503447
268,29154.81999337428,18.291043763971174
269,29175.163274308154,22.269690952040037
270,29199.35937527836,25.87267058850921
271,29226.908615485172,28.876908304400786
272,29257.11319188716,31.101301919814432
273,29289.1112193248,32.400237831505365
274,29321.913667550172,32.669292578115346
275,29354.44980448103,31.85539692677048
276,29385.624461403713,29.96663340737723
277,29414.383071295786,27.08856811647638
278,29439.801597636666,23.395071036527952
279,29461.173213368842,19.137923712733027
280,29478.077445062132,14.629110873698664
281,29490.43143511624,10.198550483233703
282,29498.4745460286,6.145611082087271
283,29502.722657280414,2.700186777248746
284,29503.874919583097,0.0020784779171663104
285,29502.726814236248,-1.9146373945186497
286,29500.04564479406,-3.100855775506716
287,29496.525102685235,-3.6579654703364213
288,29492.729713853387,-3.7171978744700027
289,29489.090706936295,-3.414958131743333
290,29485.8997975899,-2.8740081797513994
291,29483.342690576792,-2.1876171687927126
292,29481.524563252315,-1.4255490443538292
293,29480.491592488084,-0.6254335675112088
294,29480.273696117292,0.2153485046710557
295,29480.922289497426,1.1542315215156123
296,29482.582159160323,2.3137804096968466
297,29485.54985031682,3.8631890965589264
298,29490.30853735344,5.997143286636856
299,29497.544136890094,8.890895430609817
300,29508.09032821466,12.645783551717614
301,29522.83570399353,17.231624245068815
302,29542.5535767048,22.442247409893753
303,29567.720198813317,27.890000097419033
304,29598.333576899637,33.03488431998994
305,29633.789967453296,37.26236813316973
306,29672.858313165976,39.99114490718239
307,29713.77225726766,40.78543926862767
308,29754.42919170323,39.44890158141061
309,29792.670060430482,36.09856389840934
310,29826.62631950005,31.159242557174366
311,29854.98854554483,25.301003814569412
312,29877.22832712919,19.329052240545934
313,29893.646650025923,14.045835517083106
314,29905.319998163355,10.099666246585912
315,29913.845982519095,7.86912278399177
316,29921.05824373134,7.426771222990283
317,29928.699524965075,8.547874297093585
318,29938.153992325526,10.785123954819937
319,29950.269772874715,13.581199644115259
320,29965.316391613756,16.393879864341216
321,29983.057532603398,18.7981763612097
322,30002.912744336176,20.550444629750928
