angle_deg,image_index,image,method,rmse_from_raw,mae_from_raw,residual_std,derivative_noise_mad,max_abs_derivative,max_abs_derivative_position,major_candidate_position,major_candidate_shift_from_median_gaussian,main_peak_prominence,main_peak_width,significant_peak_count,artificial_peak_suspect_count,assessment
90,15,img114256_ 15_ 90.tiff,Huber MRF lambda=0.1,51.11087110622768,41.297304698043206,51.110871106227684,278.4504116596412,2415.999999333464,506,506,0,2415.86201156487,2.798965806136323,11,0,candidate_only_not_PD
90,15,img114256_ 15_ 90.tiff,Huber MRF lambda=1,228.65943361291437,177.45873311705125,228.65943361291437,142.8547142789131,2415.999918834783,506,506,0,2415.8004047380964,2.640002983117313,10,0,candidate_only_not_PD
90,15,img114256_ 15_ 90.tiff,Huber MRF lambda=10,426.8613099028087,313.8448944076059,426.8613099028087,37.88733182655518,1706.1549798186425,506,506,0,1706.1157163918506,2.3691526514801353,9,0,candidate_only_not_PD
96,16,img114300_ 16_ 96.tiff,Raw,0.0,0.0,0.0,213.49439999999998,1456.0,507,507,1,1456.0,2.4457197513151527,9,0,candidate_only_not_PD
96,16,img114300_ 16_ 96.tiff,Median+Gaussian,385.734753509339,264.1817412291326,385.6696364006225,11.99175891238192,233.7590105341078,506,506,0,233.73907316628538,7.967074061635401,9,0,candidate_only_not_PD
96,16,img114300_ 16_ 96.tiff,Huber MRF lambda=0.1,40.49178473496297,33.619011611567444,40.49178473496297,187.50514429848116,1437.3528840395556,507,507,1,1436.8541660470837,2.481767754900204,8,0,candidate_only_not_PD
96,16,img114300_ 16_ 96.tiff,Huber MRF lambda=1,165.120464031903,132.35138325968938,165.120464031903,89.55558839462653,1363.2040383697167,507,507,1,1362.9433745767856,2.5928413897792097,7,0,candidate_only_not_PD
96,16,img114300_ 16_ 96.tiff,Huber MRF lambda=10,298.10587189810394,223.7191827616749,298.10587189810394,22.86382347695881,767.7596987070028,506,506,0,767.7231441554432,2.633446461290646,9,0,candidate_only_not_PD
102,17,img114305_ 17_102.tiff,Raw,0.0,0.0,0.0,237.21599999999998,1608.0,506,506,0,1608.0,2.74121850775191,6,0,candidate_only_not_PD
102,17,img114305_ 17_102.tiff,Median+Gaussian,434.844831622808,292.63779157207273,434.84258169095637,13.080281876960212,263.20863614387054,506,506,0,263.14996462212366,8.09251813414204,8,0,candidate_only_not_PD
102,17,img114305_ 17_102.tiff,Huber MRF lambda=0.1,40.06099894987072,33.11736885944558,40.06099894987073,206.98303979961082,1608.000000318305,506,506,0,1607.2591091488466,2.7313001639486743,8,0,candidate_only_not_PD
102,17,img114305_ 17_102.tiff,Huber MRF lambda=1,177.54764929454308,140.5941542291096,177.54764929454308,102.83640816360649,1605.6812080422424,506,506,0,1605.608912871663,2.59933590882315,8,0,candidate_only_not_PD
102,17,img114305_ 17_102.tiff,Huber MRF lambda=10,321.1654711039541,241.40469008114027,321.1654711039541,27.79482471849509,936.3747492531547,506,506,0,936.2212265387607,2.5702245502258165,8,0,candidate_only_not_PD
108,18,img114310_ 18_108.tiff,Raw,0.0,0.0,0.0,272.79839999999996,2032.0,506,506,0,2032.0,2.694444444444457,12,0,candidate_only_not_PD
108,18,img114310_ 18_108.tiff,Median+Gaussian,505.03440123536046,330.7129166380972,505.02838743460114,14.897173805297735,320.6270226946617,506,506,0,320.5525069108262,8.141991502113285,9,0,candidate_only_not_PD
108,18,img114310_ 18_108.tiff,Huber MRF lambda=0.1,46.345521163110384,38.046001835880844,46.34552116311038,235.92339022701762,2032.0000000416876,506,506,0,2030.8577485902933,2.683978073151593,12,0,candidate_only_not_PD
108,18,img114310_ 18_108.tiff,Huber MRF lambda=1,200.58754544112116,157.37049067990915,200.58754544112116,118.26090580234806,2031.9999475840013,506,506,0,2031.6540672316441,2.5602514736511353,10,0,candidate_only_not_PD
108,18,img114310_ 18_108.tiff,Huber MRF lambda=10,366.78304303618546,270.8622478472102,366.78304303618546,29.956772441283892,1194.5305182118682,506,506,0,1194.4959217974501,2.7094139631670373,10,0,candidate_only_not_PD
114,19,img114315_ 19_114.tiff,Raw,0.0,0.0,0.0,142.3296,712.0,506,506,1,712.0,3.812693498452063,11,0,candidate_only_not_PD
114,19,img114315_ 19_114.tiff,Median+Gaussian,236.35413130974683,171.9674188876613,236.2568373859939,7.229469155110315,125.82918796451486,505,505,0,125.79482939193258,8.03735651670172,9,0,candidate_only_not_PD
114,19,img114315_ 19_114.tiff,Huber MRF lambda=0.1,26.422802567142817,21.897507775872892,26.422802567142817,131.02727190914518,712.0000001939407,506,506,1,711.9435543873406,3.745557507094702,7,0,candidate_only_not_PD
114,19,img114315_ 19_114.tiff,Huber MRF lambda=1,115.49133558896847,91.49242082583633,115.49133558896847,62.25621228376372,711.9991743239079,506,506,1,711.8025888962511,3.2368284457722893,10,0,candidate_only_not_PD
114,19,img114315_ 19_114.tiff,Huber MRF lambda=10,195.81103125591656,150.54604372649172,195.81103125591656,16.61243015827785,305.6084420731968,506,506,1,305.5739206345097,4.481129259742261,9,0,candidate_only_not_PD
120,20,img114319_ 20_120.tiff,Raw,0.0,0.0,0.0,154.19039999999998,800.0,506,506,0,800.0,2.5049019607843093,4,0,candidate_only_not_PD
120,20,img114319_ 20_120.tiff,Median+Gaussian,249.47757649594521,180.8540732494292,249.46363096809588,8.545035037803899,126.92098217871899,506,506,0,126.90148569460871,8.133956996634083,7,0,candidate_only_not_PD
120,20,img114319_ 20_120.tiff,Huber MRF lambda=0.1,28.73674911480281,24.032147289575278,28.73674911480281,134.24723501037653,791.7686867168377,506,506,0,791.5159772621773,2.5247507324294816,7,0,candidate_only_not_PD
120,20,img114319_ 20_120.tiff,Huber MRF lambda=1,119.15431442204692,95.45112570440483,119.15431442204694,64.93375418221052,732.6276744628303,506,506,0,732.6105196246826,2.6441941281856316,8,0,candidate_only_not_PD
120,20,img114319_ 20_120.tiff,Huber MRF lambda=10,201.90448582801142,157.1741969876534,201.90448582801142,17.07896907216571,252.3082278906586,506,506,0,252.2978615314205,5.7724574561688655,8,0,candidate_only_not_PD
